id,label,description
NCG05481,Foster Mountain,"central Polk County N of Columbus. Also called Chocolate Drop Mountain. Alt. 1,500."
NCG05482,Foster Ridge,S Macon County parallel to Ash Flat Branch.
NCG05483,Foster's Mill Creek,See Sweeten Creek.
NCG05484,Foundry Branch,"rises in central Granville County and flows SE into Fishing Creek. Named for Hobgood's Foundry, which operated in Oxford during the Civil War."
NCG05485,Fountain,"town in W Pitt County. Settled about 1900 and first known as Reba for the sister of Henry Clark Bridgers, founder of the East Carolina Railway. When a post office was est., the name had to be changed, as another Reba already existed in the state. Inc. 1903; named for Robert Almon Fountain (1878-1962), local merchant."
NCG05486,Fountain Fork,community in E Edgecombe County.
NCG05487,Fountain Hill,"community in N Lenoir County on Contentnea Creek. Named for a local family, the first member of which, Francis Fountain, settled in the vicinity prior to 1769."
NCG05488,Fountain Park,community on Hickory Nut Creek in NE Henderson County.
NCG05489,Fountain Township,W Pitt County.
NCG05490,Fountainshead,"town inc. 1818 and authorized to be laid out on the Pee Dee River in Anson County on the lands of John and James Permenter, 11 mi. E of Wadesboro. No evidence exists that the town was est. See also Permetter Creek."
NCG05491,Four Corners,"community in NW Davie County. In 1924-25 a gasoline station and a grocery store were built at the rural crossroad, which was given the name by the owners."
NCG05492,Four Diamond Ridge,mountain in NE Avery County.
NCG05493,Four Forks,community in central Pasquotank County.
NCG05494,Four Oaks,"town in W Johnston County. Settled about 1885; inc. 1889. Named for four oaks growing from the stump of a tree that had been cut down in an opossum hunt in the yard of K. L. Barbour, first to build a house there. Alt. 208."
NCG05495,Fourmile Branch,rises in central Davidson County and flows S into Flat Swamp Creek.
NCG05496,Fourmile Creek,rises in SE Mecklenburg County and flows SW into McAlpine Creek.
NCG05497,Fourth Creek,"rises in W Iredell County and flows E into Rowan County, where Third and Fourth Creeks join before entering South Yadkin River. It is the fourth creek in a series of creeks crossed by early settlers from Salisbury. The name appears on the Collet map, 1770. A settlement on the creek about 1750 later became the city of Statesville, which grew up around Fourth Creek (Presbyterian) Church."
NCG05498,Fourway,community in S Greene County. Community took the name of a filling station built there in the late 1920s or early 1930s.
NCG05499,Foust's Creek,See Moulder Branch.
NCG05500,Foust's Mill,See Coleridge.
NCG05501,Fowler Bend,"formerly a sharp bend in Hiwasee River in W central Cherokee County, now a peninsula extending into Hiwassee Lake."
NCG05502,Fowler Cove,in N Swain County on the head of North Fork [Chambers Creek].
NCG05503,Fowler Creek,rises in SW Jackson County between Terrapin Mountain and Coldside Mountain and flows S 4 mi. into Chattooga River at the county line.
NCG05504,Fowlers Mill Creek,rises in E Wake County and flows E into Little River.
NCG05505,Fox Branch,rises in NW Swain County and flows SE into Lake Cheoah.
NCG05506,Fox Cabin Gap,"on the Madison County, N.C.-Greene County, Tenn., line."
NCG05507,Fox Creek,rises in E Madison County and flows S into Laurel Creek.
NCG05508,Fox Creek,rises in W Yancey County and flows SE into Bald Creek.
NCG05509,Fox Gap,NW Swain County in Great Smoky Mountains National Park on Twentymile Ridge between the head of Fox Branch and Hamilton Hollow.
NCG05510,Fox Grape Branch,"rises in NE Brunswick County and flows W into Columbus County, where it enters Dams Creek."
NCG05511,Fox Island Falls,See Foxes Island.
NCG05512,Fox Knob,"NW Yadkin County at the NE end of the Brushy Mountains. Alt. 1,590. Also known as Star Peak."
NCG05513,Fox Mountain,"central Polk County NE of Columbus. Alt. 1,500."
NCG05514,Fox's Mountain,"NW Iredell County. Named for Fox family, owners in twentieth century. Formerly known as Shumaker Mountain for early settlers. In the mid-twentieth century, ""an authentic Western town"" called Love Valley was constructed on the S side of the mountain."
NCG05515,Foxes Island,"central Harnett County in Cape Fear River NW of Lillington. Mentioned in Fulton's survey of North Carolina rivers in 1819 and appears on the MacRae map, 1833. A series of low falls or rapids there, known as Fox Island Falls, drop between 5 and 10 ft. over a distance of about a quarter of a mile."
NCG05516,Foxtown Mountain,W Madison County between Baltimore Branch and Spring Creek.
NCG05517,Foxville,"community in W Buncombe County served by post office, 1880-96."
NCG05518,Foys Creek,rises in S Pender County and flows S into Topsail Sound.
NCG05519,Fradey Mountain,S Buncombe County between Ducker and Blake Mountains.
NCG05520,Frady Creek,rises in E Jackson County and flows SE into Chastine Creek.
NCG05521,Fraley Branch,See Curl Tail Creek.
NCG05522,Francis Cove,in S Haywood County on the head of Raccoon Creek.
NCG05523,Francisco,community in N Stokes County between Big Creek and Dan River.
NCG05524,Francktown,See Franktown.
NCG05525,Frank,community in W Avery County. Said to have been named prior to 1901 for a post office official.
NCG05526,Frank Mountain,S Henderson County near the South Carolina state line. Formerly known as Gau Mountain.
NCG05527,Franklin,"a state organized in December 1784 in what had been the western territory of North Carolina. The area had been ceded by the state to the federal government briefly, but the act of cession was repealed. During the period, residents of the area organized the State of Franklin, and it was not until 1789 that North Carolina was able to reestablish jurisdiction over the area, the State of Franklin having collapsed the previous year. The area was again (and finally) ceded in 1789, and the state of Tennessee, admitted to the Union in 1796, was formed from it. See also Watauga Settlement; District of Washington."
NCG05528,Franklin,"community in N Rowan County est. about 1828 as Franklinville, named for Benjamin Franklin. Named changed to Franklin in 1884."
NCG05529,Franklin Branch,rises in W Caldwell County and flows S into Johns River near the town of Collettsville.
NCG05530,Franklin County,"was formed in 1779 from Bute County, which see, when that county was divided to form Franklin and Warren Counties. Located in the NE section of the state, it is bounded by Nash, Wake, Granville, Vance, and Warren Counties. It was named for Benjamin Franklin (1706-90). Area: 494 sq. mi. County seat: Louisburg, with an elevation of 280 ft. Townships, now numbered 1 to 10, were formerly Dunn, Harris, Youngsville, Franklinton, Hayesville, Sandy Creek, Gold Mine, Cedar Rock, Cypress Creek, and Louisburg. Produces corn, wheat, oats, tobacco, Irish potatoes, hogs, livestock, marble, aluminum products, pharmaceuticals, electronics, lumber, and fabricated metals."
NCG05531,Franklin Gap,SW Cherokee County S of Franklin Mountain.
NCG05532,Franklin Mountain,SW Cherokee County between Hothouse Branch and Wolf Creek.
NCG05533,Franklin Spring,former resort in NW Person County. Flourished in the early twentieth century. Mineral water bottled and sold.
NCG05534,Franklin Township,S Sampson County.
NCG05535,Franklin Township,NW Surry County.
NCG05536,Franklinsville,See Franklinville.
NCG05537,Franklinsville Township,E central Randolph County.
NCG05538,Franklinton,"town in W Franklin County. Alt. 432. Est. in 1839 as Franklin Depot on land of Shemuel Kearney. Name changed to Franklinton in 1842, when it was inc. Produced textiles."
NCG05539,Franklinton Township,"former township in W Franklin County, now township no. 4."
NCG05540,Franklinville,See Franklin.
NCG05541,Franks Creek,rises in E Graham County and flows SW between Franks Creek Lead and Bert Creek Lead into Tulula Creek.
NCG05542,Franks Creek Lead,follows the course of Franks Creek in E Graham County.
NCG05543,Franks Ferry,See Mill Creek.
NCG05544,Franktown,"community in NW Onslow County between Jenkins Swamp and Juniper Swamp. Formerly called Francktown for the Franck family, which owned much land in the area."
NCG05545,Frankum Branch,rises in S Cherokee County on Poor House Mountain and flows SE into Ricks Branch.
NCG05546,Frankum's Creek,rises in NW Caldwell County and flows S into Mulberry Creek.
NCG05547,Fray Creek,See Fryes Creek.
NCG05548,Frazier Creek,rises in E central Forsyth County and flows SW into Brush Fork Branch E of Winston-Salem.
NCG05549,Fraziers,See Progress.
NCG05550,Fraziers Creek,"on the W end of Bogue Banks, SW Carteret County, flows W into Bogue Inlet."
NCG05551,Fraziers Crossroads,community in S Hertford County.
NCG05552,Frederick,"community in W Wilson County. Post office, 1894-95."
NCG05553,Fredericktown,See Bethany.
NCG05554,Freedom Hill,See Princeville.
NCG05555,Freeland,community in NW Brunswick County.
NCG05556,Freeman,community in NE Columbus County. Believed to have been named for free blacks living in the area before the Civil War.
NCG05557,Freeman Branch,rises in NE Cherokee County and flows S into Beaver Creek.
NCG05558,Freeman Creek,rises in S Henderson County and flows SE into Edith Lake.
NCG05559,Freeman Knob,N Cherokee County in the Unicoi Mountains.
NCG05560,Freeman's Channel,in the tidal marshes of Brown's Sound in S Onslow County.
NCG05561,Freeman's Cross Roads,See Ether.
NCG05562,Freeman's Mills,"community in S Guilford County served by post office, 1870-1904."
NCG05563,Freemans Creek,rises in E Onslow County and flows NE into White Oak River.
NCG05564,Freemans Township,See Youngsville Township.
NCG05565,Freemason Creek,rises in S Caldwell and flows S into Catawba River.
NCG05566,Fremont,"town in N Wayne County. Inc. 1867 as Nahunta; name changed, 1869. Settled prior to 1830 and known as Narhantes and Torhunta. Named Fremont in honor of Col. S. L. Fremont, chief engineer of Wilmington and Weldon Railroad. Birthplace of Gov. Charles B. Aycock (1859-1912), 1 mi. s, has been restored as a State Historic Site. Alt. 152."
NCG05567,French Branch,rises in central Jones County and flows N into Trent River.
NCG05568,French Broad River,"is formed in S Transylvania County near Rosman by the junction of North Fork and West Fork. It flows NE in Transylvania and into Henderson County, where it turns NW to flow through Buncombe and Madison Counties into Tennessee. From the state line, it flows W 102 mi. to join Holston River near Knoxville to form Tennessee River. One of the Cherokee names was Tah-keeos-tee (racing waters). Others, frequently for only a part of the river, were Poe-li-co, Agiqua, and Zillicoah. Known by the English at first as Broad River and appears as such on the De Brahm manuscript map of Indian Nations in the Southern Department, 1766. By 1776 the present name was in use. Named because much of the territory that it drained W of the Blue Ridge was held by the French in the eighteenth century."
NCG05569,French Broad Township,NW Buncombe County.
NCG05570,Frenchmans Creek,See Frenchs Creek.
NCG05571,Frenchs Creek,"rises in SE Onslow County and flows NW into New River opposite Rhodes Point. Appears as Frenchmans Creek in local records as early as 1744. Took its name from the fact that Alexander Nicola, a Frenchman, settled near its mouth."
NCG05572,Frenchs Creek Township,SE Bladen County.
NCG05573,Fresh Pond Hill,"a sand hill near Wash Woods 4 mi. S of the Virginia state line on Currituck Banks, NE Currituck County."
NCG05574,Freydeck,"term used by Moravians to describe ""area across the Blue Mountains on New River,"" likely the present Watauga-Wilkes County area. By the account in Bishop Augustus Spangenberg's diary (1752), ""it is very lonesome, not one man lives there."" From the German freideck, meaning blank slate. Appears on the Bellin map, 1757."
NCG05575,Friar Swamp,rises in N Columbus County and flows SW into Lake Waccamaw.
NCG05576,Friars Cove,SE Buncombe County between High Hickory Ridge and Eskridge Cove.
NCG05577,Friday Shoals,"in South Fork Catawba River, N Gaston County near Hardin. Named for Capt. Nicholas Friday, who settled there about 1760. The court for newly established Lincoln County met at his house in 1783 and 1784."
