id,meta-category,label,feature type,description,notes
NCG02189,Mountain,Burke Mountain,Mountain,"N Wilkes County extending N between North Fork Reddies River and Mulberry Creek. Probably named for James Burke (died 1776), pioneer settler.",
NCG02190,Population zone,Burkemont,Community,community in S Burke County near the headwaters of Bailey's Fork.,
NCG02191,Fresh running water,Burkes Creek,Creek,rises in S Caswell County and flows NE into Pinson Creek.,
NCG02192,Population zone,Burkeville,Community,"community in S Forsyth County served by post office, 1898-1902.",
NCG02193,Fresh running water,Burl Branch,Branch,rises in E Cherokee County and flows S and SE into Peachtree Creek.,
NCG02194,Mountain,Burl Mountain,Mountain,W Henderson County between French Broad River and Johnsons Mill Creek.,
NCG02195,Mountain,Burl Mountain,Mountain,N central Transylvania County between King Creek and Southern Mountain.,
NCG02196,Mountain,Burleson Bald,Bald,SW Avery County.,
NCG02197,Fresh running water,Burleson Branch,Branch,rises in central Yancey County and flows N into Cane River.,
NCG02198,Population zone,Burlington,City,"city in central Alamance County. About 1851 the North Carolina Railroad built its repair shops there and the name Company Shops was applied to the community until 1887, when a list of names suggested by local citizens was referred to a committee for decision. Burlington is said to have been suggested by Katherine Scales, daughter of Governor Alfred M. Scales. Inc. 1893. Railroad shops moved to Spencer in 1896. A Civil War training camp was est. at Company Shops. Alt. 658. Produces textiles, hosiery, electronics, and paper boxes.",
NCG02199,Population zone,Burlington Crossroads,Community,community in S Hoke County.,
NCG02200,Population zone,Burlington Township,Township,"former township in central Alamance County, now township no. 12.",
NCG02201,,Burnett Bear Pen Ridge,Ridge,S Yancey County near the head of Big Lost Cove Creek.,
NCG02202,,Burnett Cove,Cove,E Haywood County on Burnett Creek.,
NCG02203,Fresh running water,Burnett Creek,Creek,rises in E Haywood County and flows NW into East Fork Pigeon River.,
NCG02204,,Burnett Reservoir,,NE Buncombe County on North Fork [Swannanoa River] W of Walkertown. A part of the Asheville water system.,
NCG02205,Population zone,Burnett Siding,Community,community in S Haywood County on West Fork Pigeon River.,
NCG02206,Population zone,Burney,Community,community in NW Bladen County.,
NCG02207,Mountain,Burney Mountain,Mountain,on the Buncombe-Henderson county line.,
NCG02208,Population zone,Burningtown,Community,community in central Macon County on Burningtown Creek.,
NCG02209,Mountain,Burningtown Bald,Bald,"N Macon County between Copper Bald and Burningtown Gap. Alt. 5,115.",
NCG02210,Fresh running water,Burningtown Creek,Creek,rises in W Macon County and flows NE and NW into Little Tennessee River.,
NCG02211,Fresh running water,Burningtown Falls,Falls,in Downes Branch in central Macon County.,
NCG02212,Mountain,Burningtown Gap,Gap,"N Macon County at the head of Burningtown Creek. Alt. approx. 3,700.",
NCG02213,Population zone,Burningtown Township,Township,N central Macon County.,
NCG02214,Fresh running water,Burns Creek,Creek,rises in W Henderson County and flows SE into French Broad River.,
NCG02215,Mountain,Burns Gap,Gap,SW Cherokee County near the headwaters of Shoal Creek.,
NCG02216,Mountain,Burns Mountain,Mountain,central Mitchell County between Bandana Hollow and Snow Creek. Appears as Burns Mountain on maps but is known locally as Burnt Mountain.,
NCG02217,Population zone,Burnsville,Town,"town and county seat, central Yancey County. Alt. 2,817. Est. 1833 at the creation of the county. Named for Otway Burns (1775-1850), privateer of the War of 1812 and later member of the General Assembly. Although he was an easterner, he supported the political ambitions of the westerners around the time Yancey County was created. Burnsville was chartered in 1857 but repealed in 1921; rechartered 1922. Produces hosiery, carpets, textiles, and minerals.",
NCG02218,Population zone,Burnsville Township,Township,central Yancey County.,
NCG02219,Fresh running water,Burnt Branch,Branch,rises in NE Cherokee County and flows NW into Valley River.,
NCG02220,Mountain,Burnt Cabin Gap,Gap,in SE Jackson County between Panthertown Creek and Little Hogback Mountain.,
NCG02221,,Burnt Chimney,REFERENCE,See Forest City.,
NCG02222,Fresh running water,Burnt Coat Branch,Branch,rises in NE Duplin County and flows SW into Northeast Cape Fear River.,
NCG02223,,Burnt Coat Swamp,Swamp,"rises in W central Halifax County and flows SW into Beech Swamp. Appears on the Collet map, 1770.",
NCG02224,,Burnt Hill,REFERENCE,See Burnthill.,
NCG02225,Fresh running water,Burnt Mill Creek,Creek,"rises in Bear Swamp, SE Chowan County, and flows SE on the Chowan-Perquimans county line into Yeopim River. The Collet map, 1770, shows Mingo Mill on the headwaters of Yeopim River; the present name appears in local records as early as 1800.",
NCG02226,Population zone,Burnt Mills,Community,"community in N central Camden County. Tradition says watermills were destroyed by fire in the vicinity, hence the name. Last mill there discontinued about 1910, but water still flows down the mill race.",
NCG02227,,Burnt Mountain,REFERENCE,See Burns Mountain.,
NCG02228,,Burnt Ordinary,,"formerly an inn on the post road in what is now N central Warren County, about ¾ mi. NE of the present town of Macon. Appears on the Collet map, 1770. The correct name for the inn is thought to have been Burnet Ordinary.",
NCG02229,,Burnt Pocosin,Pocosin,N Sampson County between Little Coharie Creek and Sevenmile Swamp.,
NCG02230,,Burnt Ridge,Ridge,E Yancey County between the head of Browns Creek and the head of Shuford Creek.,
NCG02231,,Burnt Rock Ridge,Ridge,follows the course of Sassafras Creek in SW Graham County.,
NCG02232,Fresh running water,Burnt Shanty Branch,Branch,rises in NE Cherokee County and flows S into Valley River.,
NCG02233,,Burnt Shop,REFERENCE,See Melville.,
NCG02234,,Burnt Spruce Ridge,Ridge,"N Swain County in Great Smoky Mountains National Park, a short spur extending SE from Noland Ridge near lat. 35°32'30"" N., long. 83°26'20"" W.",
NCG02235,Fresh running water,Burnt Stocking Branch,Branch,central Robeson County.,
NCG02236,,Burnt Swamp,Swamp,rises in W Robeson County and flows SE into Richland Swamp.,
NCG02237,,Burnt Tavern,REFERENCE,See Clarksville.,
NCG02238,Fresh running water,Burnt Timber Branch,Branch,rises in E central Avery County and flows S into Wilson Creek.,
NCG02239,Fresh running water,Burntcabin Creek,Creek,rises in E Clay County and flows S into Shooting Creek.,
NCG02240,Population zone,Burnthill,Community,"community in E Ashe County served by post office, 1899-1914.",
NCG02241,Mountain,Burntshirt Mountain,Mountain,NE Henderson County.,
NCG02242,Mountain,Burr Mountain,Mountain,N Buncombe County between Dillingham Creek and North Fork Ivy Creek.,
NCG02243,Fresh running water,Burris Creek,Creek,rises in W Surry County and flows E and NE into Fisher River.,
NCG02244,,Burrtown,REFERENCE,See Erwinsville.,
NCG02245,Fresh running water,Bursted Rock Creek,Creek,rises in S Transylvania County and flows NW into East Fork French Broad River.,
NCG02246,Population zone,Burt,Community,community in SW Wake County.,
NCG02247,Fresh running water,Burthen Channel,Channel,"flows through a mass of tidal marsh islands in the extreme W end of Bogue Sound in SW Carteret County. Probably originally known as Borden Channel for William Borden, who owned the neighboring section of Bogue Banks and a plantation on the mainland. The local pronunciation of Borden is Burden, and from Burden the name Burthen derived.",
NCG02248,Population zone,Burton,Community,community in E Durham County. Alt. 300.,
NCG02249,Fresh running water,Burton Creek,Creek,rises in E Pamlico County and flows S into Broad Creek.,
NCG02250,Population zone,Busbee,Community,community in S Buncombe County. Named for the nearby mountain.,
NCG02251,Mountain,Busbee Mountain,Mountain,"S Buncombe County near the headwaters of Robinson Creek. Named for one Busby, hunter, whose cabin was on its slopes.",
NCG02252,Population zone,Bush Arbor,Community,community in S Caswell County.,
NCG02253,Fresh running water,Bush Creek,Creek,rises in N Randolph County and flows SW into Deep River.,
NCG02254,,Bush Hill,REFERENCE,See Archdale.,
NCG02255,Population zone,Bushnell,Town,former town in W Swain County on Tuckasegee River. Inc. 1913. Site now under the waters of Fontana Lake.,
NCG02256,Fresh running water,Bushy Fork,Fork,rises in SW Person County and flows NE into South Flat River.,
NCG02257,Population zone,Bushy Fork,Community,community in SW Person County.,
NCG02258,Population zone,Bushy Fork Township,Township,SW Person County.,
NCG02259,,Bushy Ridge,Ridge,W Jackson County between Hog Cove Branch and Sassafras Branch.,
NCG02260,Population zone,Busick,Community,community in SE Yancey County on Three Forks Creek. Post office serving the community in the late nineteenth century was named Three Forks.,
NCG02261,Fresh running water,Bussels Creek,Creek,rises in S Wilkes County and flows NE into Hunting Creek.,
NCG02262,Fresh running water,Buster Hall Branch,Branch,rises in W Duplin County and flows S into Stewarts Creek.,
NCG02263,,Butcher,REFERENCE,See Stony Knoll.,
NCG02264,Population zone,Bute County,County,"was formed from Granville County in 1764; named in honor of John Stuart (1713-92), Earl of Bute, who until his resignation in 1763 had been First Lord of the Treasury. The county was divided in 1779 to form Franklin and Warren Counties. The courthouse was ordered to be built on Jethro Sumner's land at a place called Buffalo Race Path; the site is in Warren County approx. 6 mi. SE of Warrenton. See also St. John's Parish, Granville County.",
NCG02265,,Butler,REFERENCE,See Oakland.,
NCG02266,Fresh running water,Butler Creek,Creek,rises in W Surry County and flows SE into North Fork Mitchell River.,
NCG02267,Mountain,Butler Gap,Gap,E Yancey County near the head of Long Branch.,
NCG02268,,Butler Island,Island,NE Tyrrell County in the mouth of Alligator Creek.,
NCG02269,Mountain,Butler Knob,Knob,"peak in the South Mountains, S Burke County. Alt. 2,062.",
NCG02270,Mountain,Butler Mountain,Mountain,SE Henderson County.,
NCG02271,Population zone,Butler's Mills,Community,"community in central Montgomery County served by post office, 1827-47.",
NCG02272,Population zone,Butlers,Community,community in central Bertie County.,
NCG02273,Population zone,Butlers Crossroads,Community,community in S central Sampson County.,
NCG02274,Population zone,Butner,Community,"community in SW Granville County. State hospital, training school, and factories are there. Camp Butner, which see, activated 1942, closed 1946, named for Maj. Gen. Henry Wolfe Butner (1875-1937), was there. Produces textiles, hosiery. See also Hampton; Knap of Reeds.",
NCG02275,Mountain,Butt Mountain,Mountain,"W Henderson County in Great Smoky Mountains National Park, a spur extending SE from Big Butt Mountain on Mount Sterling Ridge, near lat. 35°39'20"" N., long. 83°09'10"" W.",
NCG02276,Mountain,Butte Mountain,Mountain,E Madison County between Holland Branch and Middle Fork.,
NCG02277,Mountain,Butter Gap,Gap,W Transylvania County between Stone Mountain and Cedar Rock Creek.,
NCG02278,Fresh running water,Buttermilk Creek,Creek,"rises in S Caswell County and flows SE into Alamance County, where it enters Haw River.",
NCG02279,Mountain,Buttermilk Mountain,Mountain,on Bradley Creek in NW Henderson County.,
NCG02280,Population zone,Butters,Community,community in W Bladen County. Butters Lumber Company was located there. Alt. 111.,
NCG02281,Fresh running water,Butterwood Creek,Creek,rises in NW Halifax County and flows SW into Bear Swamp.,
NCG02282,Population zone,Butterwood Township,Township,W central Halifax County.,
NCG02283,,Button Bay,Bay,a loam-filled bay in N Columbus County.,
NCG02284,Fresh running water,Button Branch,Branch,rises in NW Columbus County and flows SW into Dunn Swamp.,
NCG02285,Cultural/constructed site,Buxton,Plantation,"plantation house in S Warren County S of the community of Inez; home of John Buxton Williams, a local planter. The house, built in 1850, is still standing.",
NCG02286,,Buxton Woods Coastal Reserve,REFERENCE,See Hatteras Woods.,
NCG02287,,Buzzard Bay,Bay,on the sound side of N Bodie Island in E Dare County; opposite the town of Kill Devil Hills and on S coast of Colington Island. See also Colington Island.,
NCG02288,Fresh running water,Buzzard Branch,Branch,rises in N Franklin County and flows NE into Sandy Creek.,
NCG02289,Mountain,Buzzard Knob,Knob,S Buncombe County NW of Hickory Top.,
NCG02290,Mountain,Buzzard Knob,Knob,SW Macon County at the SW end of Horse Ridge.,
NCG02291,,Buzzard Point,Point,"a large neck of marsh land on the Roanoke River, SE Halifax County.",
NCG02292,,Buzzard Rock,Mountain,"peak on Sevenmile Ridge, E Yancey County near the head of Murphy Branch.",
NCG02293,,Buzzard Roost,Mountain,peak in N Haywood County W of Pigeon River near Big Bend.,
NCG02294,,Buzzard Roost Ridge,Ridge,N Macon County parallel to Mason Branch.,
NCG02295,Mountain,Buzzardroost Mountain,Mountain,central Swain County between Middle Peachtree Creek and Canebrake Branch.,
NCG02296,,Buzzards' Rocks,,"near Shulls Mill, S Watauga County.",
NCG02297,,Buzzardtown,REFERENCE,See Darlington.,
NCG02298,Population zone,Byarsville,Community,"community in S Cleveland County served by post office, 1875-1903.",
NCG02299,Fresh running water,Byers Branch,Branch,rises in central Clay County and flows SW into Shooting Creek.,
NCG02300,Fresh running water,Byers Creek,Creek,rises in SW Iredell County and flows S into Davidson Creek.,
NCG02301,Mountain,Byers Mountain,Mountain,N Henderson County on Byers Creek.,
NCG02302,Population zone,Bynum,Community,"community in N Chatham County on Haw River. Named for the Bynum family, which est. a cotton mill there. Alt. 322.",
NCG02303,Fresh running water,Bynum Mill Creek,Creek,rises in S Edgecombe County and flows NE into Town Creek.,
NCG02304,,Bynum's Bluff,,"NE Burke County, promontory alongside Linville Gorge.",
NCG02305,Population zone,Byrd,Community,"community in NE Wilkes County served by post office, 1882-1912.",
NCG02306,,Byrd Pond,Pond,S Harnett County on Stewarts Creek. Approx. ½ mi. long.,
NCG02307,Fresh running water,Byrds Branch,Branch,rises in N Yancey County and flows SE into Jacks Creek.,
NCG02308,Fresh running water,Byrds Creek,Creek,rises in S Person County and flows NE into South Flat River.,
