ID,Label,Feature type,ADL Feature Types,OpenStreetMap Feature Types,County,Location Issue,Description
NCG03696,Cozad Gap,Gap,Gaps,natural - valley,Cherokee,No,NE Cherokee County in the Snowbird Mountains.
NCG03708,Crabtree Bald,Bald,Mountain Summits,natural - peak,Haywood,No,"E Haywood County at SW end of Crab Orchard Fields. Alt. 5,320-5,360."
NCG03712,Crabtree Gap,Gap,Gaps,natural - valley,Haywood,No,E Haywood County on the head of Rogers Cove Creek.
NCG03713,Crabtree Mountain,Mountain,Mountatins,natural - peak,Mitchell,No,"SW Mitchell County at the head of Roaring Branch. Alt. 3,960."
NCG03719,Craggy Knob,Knob,Mountain Summits,natural - peak,Buncombe,No,"peak in Great Craggy Mountains, NE Buncombe County. Sometimes shown on old maps as Bee Tree Mountain or High Top of Bee Tree. Alt. 5,600-5,700."
NCG03721,Cragnola Gap,Gap,Gaps,natural - valley,Henderson,No,at the head of Cabin Creek in S Henderson County.
NCG03723,Craig Mountain,Mountain,Mountatins,natural - peak,Macon,No,S Macon County near the heads of Mulberry Creek and Waterloo Branch.
NCG03731,Cranberry Gap,Gap,Gaps,natural - valley,Avery,No,"central Avery County between Minneapolis and Cranberry. Alt. 3,500."
NCG03734,Cranberry Knob,Knob,Mountain Summits,natural - peak,Burke,No,"NW Burke County. Alt. 4,223."
NCG03748,Craven Gap,Gap,Gaps,natural - valley,Buncombe,No,central Buncombe County between Rice Knob and Peach Knob in the Elk Mountains.
NCG03753,Crawford Creek Gap,Gap,Gaps,natural - valley,Haywood,No,S Haywood County on the head of Crawford Creek.
NCG03754,Crawford Gap,Gap,Gaps,natural - valley,Haywood,No,N Haywood County on the NE end of Hurricane Mountain.
NCG03755,Crawford Mountain,Mountain,Mountatins,natural - peak,Orange,No,SW Orange County on Cane Creek.
NCG03813,Cross Knob,Knob,Mountain Summits,natural - peak,Buncombe,No,N Buncombe County between Chestnut Ridge and Rattlesnake Ridge.
NCG03816,Cross Mountain,Mountain,Mountatins,natural - peak,Buncombe,Yes,"on the Buncombe-McDowell county line. Alt. approx. 3,600."
NCG03822,Crossing Knob,Knob,Mountain Summits,natural - peak,Watauga,No,W Watauga County W of a bend in Watauga River.
NCG03835,Crowders Mountain,Mountain,Mountatins,natural - peak,Gaston,No,"SW Gaston County. Named for Ulrich Crowder, an early settler who soon moved away. Some action against Tories took place there during the Revolution. Alt. 1,624. See also All Healing Springs."
NCG03873,Cullowhee Gap,Gap,Gaps,natural - valley,Macon,No,on the Jackson-Macon county line.
NCG03874,Cullowhee Mountain,Mountain,Mountatins,natural - peak,Jackson,No,"W Jackson County, extends N from Hunter Jim Creek to Webster Creek. Alt. 4,411."
NCG03878,Cumberland Gap,Gap,Gaps,natural - valley,Cherokee,No,central Cherokee County near the junction of Rose and Dockery Creeks.
NCG03879,Cumberland Knob,Knob,Mountain Summits,natural - peak,Surry,No,"NW Surry County. Alt. 2,885. Construction on the Blue Ridge Parkway began there September 11, 1935. Cumberland Knob Recreation Area with picnic grounds and hiking trails is there. Said to have been named by Dr. Thomas Walker, a Virginia explorer, for his patron, the Duke of Cumberland, in the 1750s."
NCG03887,Cunningham Mountain,Mountain,Mountatins,natural - peak,Henderson,No,N Henderson County between Fletcher Branch and Clark Gap.
NCG03910,Curtiss Knob,Knob,Mountain Summits,natural - peak,Macon,No,S Macon County at the head of Piney Knob Creek.
NCG03914,Cut Laurel Gap,Gap,Gaps,natural - valley,Ashe,No,"in Stone Mountains, W Ashe County on the Tennessee state line. Named because early settlers encountered such a thick ""rhododendron hell"" there that they had to cut a tunnel through it for a mile or more. Alt. 3,746."
NCG03920,Cutthroat Gap,Gap,Gaps,natural - valley,Buncombe,Yes,"on the Buncombe-Henderson county line between Candler Knob and Stony Bald. Alt. approx. 4,200."
NCG03941,Dads Top,Top,Mountain Summits,natural - peak,Haywood,Yes,mountain peak N of Twelve O'clock Top on the Buncombe-Haywood county line.
NCG03952,Dalton Gap,Gap,Gaps,natural - valley,Swain,No,"on the Swain County, N.C.-Blount County, Tenn., line in Great Smoky Mountains National Park between Sheep Wallow Knob and Parsons Bald. Alt. 2,955."
NCG03955,Damons Mountain,Mountain,Mountatins,natural - peak,Cherokee,No,"SW Cherokee County, extends from Cole Gap NE to Dickey Branch."
NCG03956,Dan Gap,Gap,Gaps,natural - valley,Macon,No,S Macon County between Henderson Mountain and Little Fishhawk Mountain.
NCG03958,Dan Payne Mountain,Mountain,Mountatins,natural - peak,Madison,No,S Madison County at the head of Caney Fork Branch.
NCG03961,Dan Sisk Gap,Gap,Gaps,natural - valley,Burke,No,S Burke County in South Mountains.
NCG03979,Daniels Gap,Gap,Gaps,natural - valley,Ashe,Yes,on the Ashe-Wilkes county line.
NCG03984,Dans Knob,Knob,Mountain Summits,natural - peak,Madison,No,E Madison County between Beetree Creek and East Fork [Bull Creek].
NCG03997,Dark Mountain,Mountain,Mountatins,natural - peak,Montgomery,No,N Montgomery County near Barnes Creek.
NCG04002,Darkridge Gap,Gap,Gaps,natural - valley,Avery,No,mountain gap in N Avery County.
NCG04008,Dave Bellew Top,Top,Mountain Summits,natural - peak,Cherokee,No,peak in SW Cherokee County between Wolf Creek and Hot House Creek.
NCG04013,Davenport Gap,Gap,Gaps,natural - valley,Haywood,No,"a wind gap in Great Smoky Mountains where the North Carolina-Tennessee boundary crosses the NE boundary of Great Smoky Mountains National Park, Haywood County, N.C., and Cocke County, Tenn., near lat. 35°46'30"" N., long. 83°6'30"" W. Named in honor of Col. William Davenport, who in 1821 marked a stone on the ""north side of Cataloochee Turnpike Road"" as the starting point of his survey of the Tennessee-North Carolina state line."
NCG04014,Davenport Mountain,Mountain,Mountatins,natural - peak,Henderson,No,W Henderson County between Johnsons Mill Creek and Shaw Creek.
NCG04024,Davidson Gap,Gap,Gaps,natural - valley,Buncombe,Yes,SE of Robinson Rough on the Buncombe-Madison county line.
NCG04034,Davie Mountain,Mountain,Mountatins,natural - peak,Henderson,No,NW Henderson County near Davie Branch.
NCG04036,Davis Bald,Bald,Mountain Summits,natural - peak,Swain,Yes,"on the Macon-Swain county line near the head of Little Laurel Creek. Alt. approx. 4,500."
NCG04042,Davis Gap,Gap,Gaps,natural - valley,Swain,No,mountain gap in S central Swain County on the head of Davis Branch.
NCG04062,De Armond Bald,Bald,Mountain Summits,natural - peak,Swain,No,"mountain in NW Swain County on Jenkins Trail Ridge in Great Smoky Mountains National Park. Alt. 5,100."
NCG04064,De Hart Bald,Bald,Mountain Summits,natural - peak,Swain,No,in S Swain County on the head of Licklog Creek.
NCG04067,De Lozier Gap,Gap,Gaps,natural - valley,Swain,No,N Swain County on Welch Ridge near the head of West Fork [Chambers Creek].
NCG04069,Deaden Top,Top,Mountain Summits,natural - peak,Cherokee,No,peak in central Cherokee County between Hiwassee River and West Prong Grape Creek.
NCG04075,Deals Gap,Gap,Gaps,natural - valley,Swain,No,"mountain gap on the Swain County, N.C.-Blount County, Tenn., line in Great Smoky Mountains National Park. Alt. 1,957."
NCG04081,Deaver View Mountain,Mountain,Mountatins,natural - peak,Buncombe,No,"central Buncombe County. Alt. 3,130."
NCG04086,Debs Knob,Knob,Mountain Summits,natural - peak,Wilkes,No,"S Wilkes County near the head of East Prong Cub Creek. Probably named for Deborah Riddle, a nineteenth-century resident of the area."
NCG04096,Deep Creek Gap,Gap,Gaps,natural - valley,Swain,No,mountain gap N Swain County on Fork Ridge in Great Smoky Mountains National Park.
NCG04100,Deep Gap,Gap,Gaps,natural - valley,Swain,No,E Swain County between Deep Gap Branch and Connelly Mountain.
NCG04101,Deep Gap,Gap,Gaps,natural - valley,Jackson,No,S Jackson County on the head of Frolic town Creek.
NCG04102,Deep Gap,Gap,Gaps,natural - valley,Avery,No,"mountain gap in Firescald Mountain, W Avery County."
NCG04103,Deep Gap,Gap,Gaps,natural - valley,Alleghany,No,"mountain gap in Bullhead Mountain, SE Alleghany County."
NCG04107,Deep Gap Mountain,Mountain,Mountatins,natural - peak,Graham,No,E Graham County extends NE from Dry Creek.
NCG04119,Deeplow Gap,Gap,Gaps,natural - valley,Swain,No,N Swain County on the E slope of Thomas Ridge in Great Smoky Mountains National Park.
NCG04122,Deer Creek Gap,Gap,Gaps,natural - valley,Haywood,No,"on the Haywood County, N.C.-Cocke County, Tenn., line in Great Smoky Mountains National Park near lat. 35°43'04"" N., long. 83°15' W."
NCG04123,Deer Gap,Gap,Gaps,natural - valley,Macon,No,S Macon County between High Knob and Rich Knob.
NCG04126,Deer Mountain,Mountain,Mountatins,natural - peak,Yancey,No,"S Yancey County between Winter Star Ridge and the head of Locust Creek. Alt. 6,212."
NCG04127,Deer Park Mountain,Mountain,Mountatins,natural - peak,Madison,No,W Madison County between Ferry Branch and Spring Creek.
NCG04131,Deerlick Gap,Gap,Gaps,natural - valley,Mitchell,Yes,on the McDowell-Mitchell county line.
NCG04132,Deerlick Knob,Knob,Mountain Summits,natural - peak,Macon,No,in E Macon County between Corbin Creek and the head of Laurel Creek.
NCG04134,Deerplay Gap,Gap,Gaps,natural - valley,Mitchell,Yes,on the Avery-Mitchell county line.
NCG04138,Defeat Knob,Knob,Mountain Summits,natural - peak,Clay,No,on the Cherokee-Clay county line in the Valley River Mountains.
NCG04170,Dennis Mountain,Mountain,Mountatins,natural - peak,Montgomery,No,W Montgomery County between Walker Mountain and Dutchmans Creek.
NCG04176,Denton Gap,Gap,Gaps,natural - valley,Graham,No,"on the Graham County, N.C.-Monroe County, Tenn., line."
NCG04186,Derreberry Gap,Gap,Gaps,natural - valley,Cherokee,No,NE Cherokee County in the Valley River Mountains.
NCG04197,Devil Knob,Knob,Mountain Summits,natural - peak,Madison,No,E Madison County on Laurel Creek.
NCG04205,Devils Courthouse,Mountain,Mountatins,natural - peak,Transylvania,No,"a mountain of jagged black rock in NW Transylvania County near the Haywood County line. Located S of the Blue Ridge Parkway, from which a spectacular overlook affords a fine view of the mountain. Named for its sinister appearance. Alt. 5,740."
NCG04207,Devils Creek Gap,Gap,Gaps,natural - valley,Yancey,No,NW Yancey County near the head of Devils Creek.
NCG04212,Devils Fork Gap,Gap,Gaps,natural - valley,Madison,No,"on the Madison County, N.C.-Unicoi County, Tenn., line."
NCG04249,Dickey Mountain,Mountain,Mountatins,natural - peak,Cherokee,No,"SW Cherokee County, extends NE from Rapier Mill Creek to Dickey Branch."
NCG04250,Dickey Top,Top,Mountain Summits,natural - peak,Cherokee,No,"peak on Dickey Mountain, SW Cherokee County."
NCG04257,Dicks Gap,Gap,Gaps,natural - valley,Yancey,No,S Yancey County between South Toe River and Three Forks Creek.
NCG04258,Dicks Knob,Knob,Mountain Summits,natural - peak,Madison,No,S Madison County at the head of Little Pine Creek.
NCG04259,Dicks Mountain,Mountain,Mountatins,natural - peak,Alleghany,No,"a peak in the Peach Bottom Mountain range, W central Alleghany County."
NCG04264,Dill Knob,Knob,Mountain Summits,natural - peak,Buncombe,No,"SE Buncombe County. Alt. approx. 3,790."
NCG04267,Dillard Top,Top,Mountain Summits,natural - peak,Graham,No,peak on the Cherokee-Graham county line in the Unicoi Mountains.
NCG04274,Dills Gap,Gap,Gaps,natural - valley,Jackson,No,W Jackson County between Black Mountain and Tuckasegee River.
NCG04275,Dills Knob,Knob,Mountain Summits,natural - peak,Macon,No,E Macon County between Buzzard Knob and Cullasaja River.
NCG04288,Dish Knob,Knob,Mountain Summits,natural - peak,McDowell,No,"NE McDowell County near the Burke County line. Alt. 1,800."
NCG04294,Dismal Mountain,Mountain,Mountatins,natural - peak,Jackson,No,"E Jackson County, extends NE from Tuckasegee River to Neddie Creek."
NCG04302,Divide Mountain,Mountain,Mountatins,natural - peak,Madison,No,W Madison County between Rector Branch and Rocky Branch.
NCG04306,Dix Creek Gap,Gap,Gaps,natural - valley,Buncombe,No,SW Buncombe County between Suther Knob and Hayes Top.
NCG04311,Dixon Gap,Gap,Gaps,natural - valley,Cleveland,No,N Cleveland County. Alt. 943.
NCG04313,Dixon Mountain,Mountain,Mountatins,natural - peak,Madison,No,W Madison County between Little Creek and Meadow Fork.
NCG04325,Dobson Knob,Knob,Mountain Summits,natural - peak,McDowell,No,E McDowell County.
NCG04326,Dobson Mount,Mountain,Mountatins,natural - peak,Macon,No,"mountain in central Macon County between Patton Mountain and the head of McKee Branch. Alt. approx. 3,500."
NCG04327,Dobson Mountain,Mountain,Mountatins,natural - peak,Jackson,No,S Jackson County between Little Hogback Creek and Long Branch.
NCG04338,Doctor Mountain,Mountain,Mountatins,natural - peak,Madison,No,S Madison County at the head of Bear Creek.
NCG04351,Doe Hill Mountain,Mountain,Mountatins,natural - peak,Avery,No,"S Avery County. Alt. 4,217."
NCG04352,Doe Knob,Knob,Mountain Summits,natural - peak,Swain,No,"peak on Swain County, N.C.-Blount County, Tenn., line, in Great Smoky Mountains National Park. Alt. 4,520."
NCG04359,Dog Loser Knob,Knob,Mountain Summits,natural - peak,Haywood,No,S Haywood County between Beech Spring Gap and Old Butt Knob.
NCG04360,Dog Mountain,Mountain,Mountatins,natural - peak,Macon,No,"SE Macon County at the S end of Chestnut Ridge. Alt. approx. 4,000."
NCG04361,Dog Ridge Mountain,Mountain,Mountatins,natural - peak,Madison,No,N Madison County in a bend of Big Laurel Creek.
NCG04362,Dogback Mountain,Mountain,Mountatins,natural - peak,McDowell,Yes,"part of Linville Mountain, lies on Burke-McDowell county line."
NCG04363,Doggett Gap,Gap,Gaps,natural - valley,Madison,No,S Madison County at the head of Friezeland Creek.
NCG04364,Doggett Knob,Knob,Mountain Summits,natural - peak,Madison,No,S Madison County at the head of Walnut Cove Branch.
NCG04371,Dogwood Gap,Gap,Gaps,natural - valley,Madison,No,W Madison County at the head of Georgia Branch.
NCG04373,Dogwood Stump Mountain,Mountain,Mountatins,natural - peak,Burke,No,"in S Burke County between Jacob Fork and Whiteoak Creek. Alt. 2,546."
NCG04400,Double Gap,Gap,Gaps,natural - valley,Haywood,No,"W Haywood County in Great Smoky Mountains National Park on Cataloochee Divide near lat. 35°34'17"" N., long. 83°06' W."
NCG04403,Double Head,Mountain,Mountatins,natural - peak,Buncombe,Yes,"a mountain on the Buncombe-Henderson county line. Also known as Double Knob. Alt. 3,399."
NCG04404,Double Knob,Knob,Mountain Summits,natural - peak,Jackson,No,on the head of Slatten Creek in central Jackson County.
NCG04405,Double Knob Mountain,Mountain,Mountatins,natural - peak,Jackson,No,"in S Jackson County on the head of Packs Creek. Alt. 4,412."
NCG04406,Double Knobs,Mountain,Mountatins,natural - peak,Avery,No,mountain peak in N central Avery County.
NCG04409,Double Spring Gap,Gap,Gaps,natural - valley,Haywood,No,"S Haywood County on Lickstone Ridge. Alt. 4,000."
NCG04411,Double Springs Gap,Gap,Gaps,natural - valley,Transylvania,No,S Transylvania County on the head of Morgan Mill Creek.
NCG04412,Double Top,Top,Mountain Summits,natural - peak,Buncombe,Yes,mountain on the Buncombe-Henderson county line N of Dads Top.
NCG04413,Double Top Mountain,Mountain,Mountatins,natural - peak,Jackson,No,"central Jackson County between Johns Creek and Cedar Valley Creek. Alt. 5,481."
NCG04415,Doublehead Gap,Gap,Gaps,natural - valley,Avery,No,W Avery County.
NCG04416,Doubleside Gap,Gap,Gaps,natural - valley,Haywood,No,E Haywood County between Long Branch and West Cove.
NCG04420,Doubletop Mountain,Mountain,Mountatins,natural - peak,Haywood,Yes,on the Haywood-Buncombe county line.
NCG04423,Doughton Mountain,Mountain,Mountatins,natural - peak,Alleghany,No,"peak in the Peach Bottom Mountain range, N central Alleghany County. Alt. 3,650."
NCG04431,Dover Knob,Knob,Mountain Summits,natural - peak,Macon,No,S Macon County between Penson Knob and Norton Branch.
NCG04436,Dowdle Knob,Knob,Mountain Summits,natural - peak,Macon,No,S Macon County between Little Tennessee River and Porter Cove.
NCG04442,Downs Mountain,Mountain,Mountatins,natural - peak,Macon,No,S Macon County between Mulberry Creek and Norton Branch.
NCG04464,Drowning Creek Mountains,Mountains,Mountain Ranges,natural - peak,Burke,Yes,extend from NE Burke County into NW Catawba County.
NCG04488,Dry Mountain,Mountain,Mountatins,natural - peak,Haywood,Yes,peak on Newfound Mountain on the Buncombe-Haywood county line S of Haywood Gap.
NCG04491,Dry Pond Gap,Gap,Gaps,natural - valley,Watauga,No,"S Watauga County between the heads of Storey Creek, Buffalo Creek, and Joe Creek."
