ID,Label,Feature type,Meta-Category,Description
NCG06570,Harbon Cove,Cove,Water,E Haywood County on Bald Creek.
NCG06572,Harbor Island,Island,Landform,E New Hanover County W of Wrightsville Beach.
NCG06580,Harding Swamp,Swamp,Wetlands,rises in W Beaufort County and flows W to join Juniper Swamp in forming East Branch Chicod Creek. Mentioned in local records as early as 1750.
NCG06588,Hare's Mill Pond,Pond,Water,E Hertford County near the mouth of Deep Creek. Formed about 1736. Covers approx. 75 acres; max. depth 10 ft.
NCG06596,Harkers Island,Island,Landform,"SE Carteret County between The Straits and Back Sound, approx. 5 mi. long and 1 mi. wide. Granted to Thomas Sparrow, March 21, 1714; later sold to Ebenezer Harker, September 15, 1730. Known as Craney Island until 1783, when three brothers who owned the islandâ€”Zachary, James, and Ebenezer Harkerâ€”divided it among themselves. In 1957 the entire island was inc. as the town of Harkers Island. Appears as Davers Island on the Smith map, 1624, and as Crane Island on the Moseley map, 1733. On the latter map, the name Harker appears to denote the owner."
NCG06614,Harnet Cove,Cove,Water,SW Buncombe County SW of Yellow Gap.
NCG06624,Harrell Swamp,Swamp,Wetlands,rises in E Gates County and flows SW to join Duke Swamp and Raynor Swamp in forming Bennetts Creek.
NCG06627,Harrells Bay,Swamp,Wetlands,swamp in SW Duplin County.
NCG06643,Harris Lake,Lake,Water,SE Macon County on Satulah Branch.
NCG06646,Harris Millpond,Millpond,Water,W Pitt County on Tyson Creek.
NCG06679,Harvel Bay,Bay,Water,sand-filled bay in SE Sampson County at the head of Clear Run Swamp. See also Carolina Bays.
NCG06681,Harveys Neck,Peninsula,Landform,"peninsula in E Perquimans County extending into Albemarle Sound between Perquimans and Yeopim Rivers. Home of John Harvey (d. about 1679), colonial governor, and Thomas Harvey (d. 1699), governor, 1694-99. Appears simply as Harvey on the Hack map, 1684."
NCG06683,Harwells Island,Island,Landform,"silty clay island in Roanoke River in NW Northampton County, SW of the community of Vultare. Appears as Jones Island on the Price map, 1808, but as Harwells Island on the MacRae map, 1833."
NCG06689,Hatch Point,Point,Landform,"S Onslow County, extends into New River. Probably named for Lemuel Hatch, who owned property in the vicinity in 1760."
NCG06697,Hatteras Bight,Cove,Water,"a cove in the Atlantic Ocean off the S shore of Hatteras Island at Cape Hatteras, S Dare County."
NCG06699,Hatteras Island,Island,Landform,"one of the Outer Banks of E Dare County extending from Hatteras Inlet on the S to New Inlet and Oregon Inlet on the n. Appears as Hatrask on the White map, 1585, though at that time the name was not applied to as much of the Island as today. The name appears as Hattorask, though misplaced, on the Comberford map, 1657. Smith's map, 1624, calls it Hertfords Island, while the Moseley map, 1733, gives it its present name. See also Croatoan Island; Paquiac."
NCG06707,Haulover Point,Point,Landform,a peninsula extending W into Albemarle Sound from the N mainland of Dare County. It is near the E tip of Durant Island.
NCG06712,Haw Cove,Cove,Water,SW Avery County.
NCG06721,Haw Pocosin,Pocosin,Wetlands,NW Bertie County.
NCG06739,Hawkins Bay,Bay,Water,"off the N end of Huggins Island in the mouth of White Oak River, SE Onslow County. Named for Bazel Hawkins."
NCG06742,Hawkins Island,Island,Landform,"in the E end of Brown's Sound, S Onslow County."
NCG06760,Hayes Cove,Valley,Landform,SW Buncombe County W of Bent Mountain.
NCG06771,Haynes Pond,Pond,Water,on Mingo Swamp on the Harnett-Sampson county line. A little more than Â½ mi. in length.
NCG06778,Haystack Point,Point,Landform,"point of land on the N shore of Pungo River, E Beaufort County."
NCG06789,Hazel Hollow,Valley,Landform,W Jackson County between Mince Branch and Dicks Creek.
NCG06804,Hearts Delight Pocosin,Pocosin,Wetlands,NW Bertie County.
NCG06820,Hedricks Island,Island,Landform,"a narrow island of sand approx. 1 mi. long in Yadkin River, W Davidson County."
NCG06836,Hell Pocosin,Pocosin,Wetlands,a loam-filled pocosin in NW Onslow County between Purgatory Pocosin and the head of New River.
NCG06837,Hell Swamp,Swamp,Wetlands,central Duplin County between North Prong Horse Branch and West Prong Horse Branch.
NCG06846,Hemmed Island,Island,Landform,"a 75-acre island covered with hardwoods in the Tar River, central Edgecombe County."
NCG06882,Henson Cove,Cove,Water,E Haywood County on Garden Creek.
NCG06895,Herren Cove,Valley,Landform,the valley through which the E tributary of Pole Creek flows in SW Buncombe County.
NCG06898,Herring Pond,Pond,Water,"stream, rises in N Carteret County and flows N into Neuse River."
NCG06900,Herring Shoal Island,Island,Landform,"small island about Â½ mi. in diameter off the S end of Bodie Island in Roanoke Sound, E Dare County."
NCG06901,Herring Swamp,Swamp,Wetlands,rises in N Duplin County and flows SE into Marsh Branch.
NCG06904,Herron Cove,Valley,Landform,N Buncombe County SW of Little Davis Mountain.
NCG06911,Hesters Pond,Pond,Water,W Bladen County on Bareford Swamp. Covers between 75 and 80 acres; max. depth 8 ft. at the dam.
NCG06931,Hickory Cove,Cove,Water,W Swain County between Watia Creek and Jake Branch.
NCG06939,Hickory Flat Cove,Cove,Water,S Haywood County on a tributary of West Fork Pigeon River.
NCG06961,Hickory Point,Point,Landform,extends from SW Carteret County into Hills Bay.
NCG06979,Hicks Pond,Pond,Water,in N Warren County on Mill Creek.
NCG06985,Hide Pond,Pond,Water,a muck-filled slough in SE Duplin County.
NCG06990,Higgens Island,Island,Landform,formerly a 10-acre island in Little Tennessee River in NE Graham County. Now under the waters of Fontana Lake.
NCG07015,High Point Lake,Lake,Water,"SW Guilford County, is formed at the junction of East Fork Deep River and West Fork Deep River where Deep River is formed. The lake was created by a dam constructed in 1928 and is named for and owned by the city of High Point. Max. depth 20 ft.; area 150 acres."
NCG07020,High Rock Lake,Lake,Water,on Steel Creek in S Transylvania County. Covers 15 acres and has a max. depth of 15 ft.
NCG07035,Highland Lake,Lake,Water,"central Henderson County on King Creek. Constructed about 1906. Covers 20 acres; max. depth 20 ft. Site of a summer camp. Alt. 2,117."
NCG07053,Hill Forest,Forest,Landform,"N Durham County. Contains 2,450 acres. The original tract of 275 acres was donated by George Watts Hill of Durham to North Carolina State College in 1929. He later assisted in financing additional purchases of land. Named for the original donor. The second-year class of the Department of Forestry and Environmental Resources spends 10 weeks in summer camp there doing surveying and all phases of forestry, such as timber cruising, dendrology, stand improvement, and mensuration. The camp is equipped with classrooms, dormitory, dining hall, and all necessary facilities."
NCG07054,Hill Hollow,Valley,Landform,N Mitchell County on a tributary of Spring Creek.
NCG07062,Hills Bay,Bay,Water,"in White Oak River, W Carteret County. Named for Edward Hill, who owned the adjacent land and Cedar Point Plantation there before and during the Civil War."
NCG07066,Hills Point,Point,Landform,SW Beaufort County on the S side of Pamlico River.
NCG07067,Hills Pond,Pond,Water,E Wayne County on the head of West Bear Creek.
NCG07094,Hiwassee Lake,Lake,Water,"NW Cherokee County, was formed at the completion of Hiwassee Dam in 1940 on Hiwassee River. Approx. 20 mi. long; covers 6,120 acres, with a max. depth of 250 ft. Owned by Tennessee Valley Authority and used for flood control, power generation, and recreation."
NCG07117,Hodgins Pond,Pond,Water,"S Hoke County on Raft Swamp, was formed in 1871 and named for Henry Hodgins. Covers 100 acres; max. depth 8 ft."
NCG07118,Hoe Swamp,Swamp,Wetlands,rises in N Sampson County and flows SE into Six Runs Creek.
NCG07121,Hofmann Forest,Forest,Landform,"Onslow and Jones Counties, contains 78,000 acres. Est. in 1934 by the North Carolina Forestry Foundation. Named for Dr. Julius V. Hofmann (1882-1965), who est. the forest program at North Carolina State College in 1929 and was director of the Division of Forestry when he retired in 1948. Used as a demonstration forest by N.C. State University."
NCG07128,Hog Island Bay,Bay,Water,"name erroneously given to Cedar Island Bay, NE Carteret County, on the 1935 Soil Survey map."
NCG07130,Hog Island Point,Point,Landform,extends off the E mainland of Hyde County into Pamlico Sound.
NCG07131,Hog Island Swamp,Swamp,Wetlands,SW Sampson County S of Little Coharie Creek.
NCG07132,Hog Point,Point,Landform,a point of land in N Carteret County extending into the waters of Turnagain Bay.
NCG07134,Hog Swamp,Swamp,Wetlands,rises in S Robeson County and flows S into Ashpole Swamp.
NCG07139,Hogan's Lake,Lake,Water,"SE Orange County 2Â½ mi. NW of town of Carrboro. Alt. 488. Formed in 1930 by H. C. Hogan and named for his family. Covers 17 acres, with a max. depth of 15 ft. For private recreation."
NCG07150,Hoggard Swamp,Swamp,Wetlands,S Hertford County. Wiccacon River rises there.
NCG07154,Hogpen Bay,Bay,Water,in the waters of Core Sound extending into Core Banks in SE Carteret County.
NCG07160,Hogsed Cove,Cove,Water,"SE Clay County, through which Eagle Creek flows."
NCG07168,Holcombe Cove,Valley,Landform,the valley through which Moore Creek flows in SW Buncombe County.
NCG07169,Holden Beach,Beach,Landform,a section of outer beach in S Brunswick County W of Lockwoods Folly Inlet and E of Big Beach. Approx. 3Ã‚Â½ mi. long. A summer resort with cottages is there.
NCG07170,Holden Cove,Cove,Water,SE Clay County between Big Kitchens and Little Kitchens Ridges.
NCG07174,Holiday Island,Island,Landform,"approx. 2 mi. long in the Chowan River, NW Chowan County. Formerly about 150 acres, but now only about 40 to 50 acres. Appears on the Collet map, 1770, as Holladay Island."
NCG07183,Holland's Point,Point,Landform,extends from E Onslow County into Queens Creek.
NCG07194,Hollow Ground Swamp,Swamp,Wetlands,in central Tyrrell County. See also Long Island.
NCG07211,Holly Point,Peninsula,Landform,"peninsula extending from W Goose Creek Island, NE Pamlico County, into Goose Creek at the mouth of Dixon Creek."
NCG07213,Holly Shelter Bay,Pocosin,Wetlands,"a pocosin in E Pender County bounded on the NE by Shaken Creek, on the W by Northeast Cape Fear River, and on the S by Trumpeter Swamp. It is about 10 mi. long and 7 mi. wide. Appears as Holly Schelter Precoson on the Collet map, 1770 (although mistakenly applied to Angola Bay), and on the Price map, 1808. Holly Shelter Wildlife Management Area, 48,470 acres, is operated by the N.C. Wildlife Resources Commission; bear and deer abound."
NCG07224,Holmes Point,Point,Landform,on the W side of New River in central Onslow County. Formerly known as Little Ragged Point.
NCG07227,Holt Lake,Lake,Water,"central Johnston County on Black Creek. Original dam constructed prior to 1911; present dam, downstream from first, built in early 1920s. Covers approx. 400 acres; max. depth 25 ft."
NCG07231,Holy Swamp,Swamp,Wetlands,rises in central Robeson County and flows SE into Big Raft Swamp.
NCG07238,Hominy Swamp,Swamp,Wetlands,rises in W central Wilson County and flows SE into Contentnea Creek. Appears in local records as early as 1764. Said to have been named for a hominy mill operated on its waters by that date.
NCG07241,Honey Island Swamp,Swamp,Wetlands,rises in W Brunswick and E Columbus Counties and flows SW along the Brunswick-Columbus county line through Green Swamp into Juniper Creek.
NCG07243,Honey Pot Swamp,Swamp,Wetlands,rises in central Gates County and flows S into Bennetts Creek.
NCG07244,Honeycut Cove,Valley,Landform,"near the N end of the Elk Mountains, central Buncombe County E of Jump Cove."
NCG07255,Hoods Pond,Pond,Water,E Wake County on Marks Creek.
NCG07269,Hooper Cove,Cove,Water,W Graham County between Cedar Top and Rattler Ford.
NCG07276,Hoot Owl Cove,Cove,Water,NW Jackson County on Shoal Creek.
NCG07278,Hootowl Hollow,Valley,Landform,SW Mitchell County parallel to Roaring Branch.
NCG07279,Hoots Millpond,Millpond,Water,E Wilkes County on Little Elkin River. Grain and sawmill operated there by the Hoots family.
NCG07286,Hope Valley Forest,Forest,Landform,"N Chatham and S Durham Counties, contained 1,735 acres. Est. in 1941 when the U.S. government conveyed a rehabilitation camp area to North Carolina State College. Now part of Jordan Lake public lands."
NCG07296,Horn Beam Swamp,Swamp,Wetlands,"rises in E Nash County and flows SE into Edgecombe County, where it enters Compass Creek."
NCG07297,Horn Camp Swamp,Swamp,Wetlands,rises in S Robeson County and flows SW into Ashpole Swamp.
NCG07300,Hornblower Point,Point,Landform,"S Chowan County, extends from E side of Edenton Bay into Albemarle Sound. A railroad bridge across the sound extends from the site to the mouth of Kendricks Creek in N Washington County. Now a part of Edenton Naval Air Station property. Shown as Moseleys Point on the Collet map, 1770; as Hornblow's Point on the MacRae map, 1833; and as Skinner's Point on the Price map, 1808, and on the Kerr map, 1882. Named for the Horniblow family, which owned property there."
NCG07305,Hornes Bay,Bay,Water,a sand-filled bay in W Columbus County. See Carolina Bays.
NCG07307,Hornet Swamp,Swamp,Wetlands,rises in W Sampson County and flows W into Little Coharie Creek.
NCG07315,Horse Cove,Cove,Water,"N Transylvania County, extends NE from Cat Pen Gap to Davidson River."
NCG07325,Horse Island,Island,Landform,"a long, narrow tidal-marsh island SE of Beaufort in S Carteret County."
NCG07329,Horse Pen Bay,Swamp,Wetlands,swamp in NW Brunswick County. A part of Green Swamp.
NCG07334,Horse Pen Swamp,Swamp,Wetlands,"rises in SW Bladen County and flows W into Robeson County, where it enters Big Swamp."
