id,label,pronunciation,description,County,feature_type
NCG03834,Crowders Creek,,"rises in SW Gaston County and flows NE and SE into South Carolina, where it enters Catawba River.",Gaston,Creek
NCG03835,Crowders Mountain,,"SW Gaston County. Named for Ulrich Crowder, an early settler who soon moved away. Some action against Tories took place there during the Revolution. Alt. 1,624. See also All Healing Springs.",Gaston,Mountain
NCG03836,Crowells,,"community in central Halifax County between Tillery and Enfield. Named for two brothers, Edward and Joseph Crowell, who settled there about 1730.",Halifax,Community
NCG03837,Crowells Springs,,community in E Stanly County on Mountain Creek.,Stanly,Community
NCG03838,Crown Stream,,community in S Pender County. An abandoned railroad station nearby was named Richards.,Pender,Community
NCG03839,Crozier Branch,,"rises in SE Mecklenburg County and flows E into Cabarrus County, where it enters Ready Creek.",Mecklenburg,Branch
NCG03840,Crumpler,,"community in NE Ashe County on North Fork New River. Named for Maj. Thomas Newton Crumpler, who died of wounds received in the Civil War. Thompson's Bromine-Arsenic Springs nearby discovered in 1885; hotel and cottages built in 1887. This and nearby All Healing Springs made the region a popular resort in the late nineteenth and early twentieth centuries.",Ashe,Community
NCG03841,Cruse,,"community in E Haywood County on East Fork Pigeon River. Est. 1885 and named by first postmaster, who had just read Robinson Crusoe Alt. 2,900.",Haywood,Community
NCG03842,Cruso,,"community in central Haywood County served by post office, 1892-1942.",Haywood,Community
NCG03843,Crusoe Island,,See River View Community.,,Reference
NCG03844,Crutchfield,,community in SW Surry County on Yadkin River. Alt. 872.,Surry,Community
NCG03845,Crutchfields Falls,,"rapids in Yadkin River, W Surry County near the mouth of Fishers River, S of the community of Crutchfield. The rapids comprise a fall of 4 ft. over a distance of approx. ¼ mi. Mentioned as early as 1819 in a survey of the rivers of the state.",Surry,Rapids
NCG03846,Crystal,,"community in SE Guilford County served by post office, 1880-1903.",Guilford,Community
NCG03847,Crystal Coast,,"modern term used to promote tourism on Bogue Banks and surrounding area, Carteret County.",Carteret,BusinessOrBusinessDistrict
NCG03848,Crystal Lake,,"E Moore County on Shaddock's Creek at the community of Lakeview. Formed in 1855 when Duncan Blue constructed a dam there; enlarged about 1908. Covers approx. 100 acres. Used for fishing, swimming, and boating.",Moore,Lake
NCG03849,Cub Branch,,rises in E Jackson County and flows SE into Charley Creek.,Jackson,Branch
NCG03850,Cub Creek,,rises in NE Davie County and flows SW into Cedar Creek.,Davie,Creek
NCG03851,Cub Creek,,rises in S Wilkes County and flows N into Yadkin River.,Wilkes,Creek
NCG03852,Cub Island Creek,,See Cub Creek.,,Reference
NCG03853,Cuba,,"former community in N Rutherford County on Gilkey Creek. Post office from 1850 until 1906. Site of a cotton gin, mill, store, and other buildings; market for cherry bark and herbs.",Rutherford,FormerCommunity
NCG03854,Cuccoowink Creek,,See Dawson Creek.,,Reference
NCG03855,Cucklemaker Swamp,,rises in N central Bertie County and flows S into Hoggard Mill Creek.,Bertie,Swamp
NCG03856,Cucklers Creek,,See Cuckolds Creek.,,Reference
NCG03857,Cuckolds Creek,,"rises in E Beaufort County and flows W into Pantego Creek. Perhaps because of the meaning of the word cuckold, the name Cucklers has been applied to the creek.",Beaufort,Creek
NCG03858,Cucumber Creek,,See Rock Hole Creek.,,Reference
NCG03859,Cudda Bum,,"a creek, rises in NE Davidson County and flows S into Abbotts Creek. Named for Cuddahy Crouch, who lived nearby. ""Bum"" was his favorite expression and, when Cuddahy Creek was dammed for a mill, he began to speak of it as ""a bum creek."" From Cuddahy's Bum Creek the name Cudda Bum evolved.",Davidson,Creek
NCG03860,Cuidreach Creek,,See Corndack Creek.,,Reference
NCG03861,Culberson,,"town in SW Cherokee County on South Fork Rapier Mill Creek. Inc. 1911. Named for Henry Culberson, who donated the site for the town and the post office. Alt. 1,618.",Cherokee,Town
NCG03862,Culbert Branch,,rises in NE Cherokee County and flows NW into Junaluska Creek.,Cherokee,Branch
NCG03863,Culbert Ridge,,N Yancey County between Hensley Branch and Bald Mountain Creek.,Yancey,Ridge
NCG03864,Culbreth,,"community in central Granville County served by post office, 1892-1907.",Granville,Community
NCG03865,Cullasaja,,"community in E Macon County on Cullasaja River. Once known as Sugar Town. The Cherokee word Kul-say-gee meant ""sugar"" or ""sweet.""",Macon,Community
NCG03866,Cullasaja Branch,,rises in S Swain County and flows NE into Yalaka Creek.,Swain,Branch
NCG03867,Cullasaja Falls,,See Cullasaja River.,,Reference
NCG03868,Cullasaja River,,"rises in SE Macon County and flows NW into Little Tennessee River. Bridal Veil, Dry, and Lower Cullasaja Falls, which see, are on the river. Moses Ashley Curtis, writing from Franklin on September 2, 1829, said that the ""Falls of Sugar Town Creek"" are ""very imposing—nearly as high as Linville.""",Macon,River
NCG03869,Culler,,See Pinnacle.,,Reference
NCG03870,Cullie Creek,,rises in N central Carteret County and flows NW into Cedar Creek. It is a very short stream.,Carteret,Creek
NCG03871,Cullowhee,,"community in W central Jackson County on Tuckasegee River. Originally named Kullaughee Valley, an Indian word meaning ""place of the lilies."" Name changed to Painter, for the first postmaster, when a post office was est. there in 1883 (closed 1908). Renamed Cullowhee about 1900. Home of Western Carolina University, founded in 1889. Alt. 2,066.",Jackson,Community
NCG03872,Cullowhee Creek,,rises in W Jackson County and flows N into Tuckasegee River.,Jackson,Creek
NCG03873,Cullowhee Gap,,on the Jackson-Macon county line.,Jackson|Macon,Gap
NCG03874,Cullowhee Mountain,,"W Jackson County, extends N from Hunter Jim Creek to Webster Creek. Alt. 4,411.",Jackson,Mountain
NCG03875,Cullowhee Township,,W central Jackson County.,Jackson,Township
NCG03876,Cumberland,,"town in W Cumberland County. Settled 1850. Known as Beaver Creek for the stream on which it is located until 1889, when it was inc. Long inactive in municipal affairs. Alt. 125.",Cumberland,Town
NCG03877,Cumberland County,,"was formed in 1754 from Bladen County. Located in the SE section of the state, it is bounded by Sampson, Bladen, Robeson, Hoke, Harnett, and Moore Counties. It was named for William Augustus, Duke of Cumberland (1721-65), second son of George II, who was commander of English troops at the Battle of Culloden in 1746 in which Scottish Highlanders were defeated. His extreme severity earned him the nickname of ""The Butcher."" It is ironic that the county named for him should have been settled by Scottish Highlanders. Area: 662 sq. mi. County seat: Fayetteville, with an elevation of 107 ft. Townships are Beaver Dam, Black River, Carvers Creek, Cedar Creek, Cross Creek, Eastover, Grays Creek, Manchester, Pearces Mill, Rockfish, and Seventy-First. Produces tobacco, corn, soybeans, wheat, oats, cotton, poultry, bakery products, textiles, dairy products, machinery, and lumber. See also Fayette County; Choffington.",,County
NCG03878,Cumberland Gap,,central Cherokee County near the junction of Rose and Dockery Creeks.,Cherokee,Gap
NCG03879,Cumberland Knob,,"NW Surry County. Alt. 2,885. Construction on the Blue Ridge Parkway began there September 11, 1935. Cumberland Knob Recreation Area with picnic grounds and hiking trails is there. Said to have been named by Dr. Thomas Walker, a Virginia explorer, for his patron, the Duke of Cumberland, in the 1750s.",Surry,Knob
NCG03880,Cummins Creek,,rises in NE Onslow County and flows SE into Grants Creek.,Onslow,Creek
NCG03881,Cumnock,,community in NW Lee County. The Egypt coal mine is there; it operated at intervals from 1855 until 1928 and supplied coal for Confederate blockade runners. The community was named Egypt because large crops of corn produced in the area brought in buyers from the outside as in the biblical story of Joseph. Post office name changed to Cumnock in 1895 for an official of the mine. Alt. 259.,Lee,Community
NCG03882,Cundiff Creek,,rises in S Surry County and flows SE into Yadkin River.,Surry,Creek
NCG03883,Cunningham,,"community in NW Person County. Named for John W. Cunningham, local landowner and planter. Post office, Cunningham's Store, operated there from 1816 to 1908.",Person,Community
NCG03884,Cunningham Creek,,rises in S Macon County and flows NE into Shope Fork.,Macon,Creek
NCG03885,Cunningham Field,,"U.S. Marine Corps Air Station, 1941, named for aviator A. A. Cunningham. Renamed Cherry Point, which see, 1942.",,MilitaryBase
NCG03886,Cunningham Mill,,See Monroeton.,,Reference
NCG03887,Cunningham Mountain,,N Henderson County between Fletcher Branch and Clark Gap.,Henderson,Mountain
NCG03888,Cunningham Township,,NW Person County.,Person,Township
NCG03889,Curfew,,"community in SW McDowell County. Site of store, post office, and one-room schoolhouse.",McDowell,Community
NCG03890,Curl,,community in central Montgomery County.,Montgomery,Community
NCG03891,Curl Tail Creek,,rises in NW Stanly County and flows NE in an arc into Riles Creek. Named for its meandering course. Known in 1903 as Fraley Branch.,Stanly,Creek
NCG03892,Currie,,"community in SW Pender County. Alt. 33. Settled about 1888. Named for John H. Currie, a director of the Cape Fear & Yadkin Valley Railroad. Battle of Moores Creek Bridge, February 27, 1776, the first battle of the Revolution in North Carolina, was fought nearby. Moores Creek National Military Park, a 30-acre tract with numerous historical monuments and a museum, is at the site.",Pender,Community
NCG03893,Curries Branch,,rises in N Columbus County and flows S into West Prong Creek.,Columbus,Branch
NCG03894,Curriesville,,community in S Moore County est. as railroad stop in 1920s.,Moore,Community
NCG03895,Currituck,,"community and county seat, central Currituck County. Mentioned in local records as early as 1755. In 1822 a commission was appointed to purchase 20 acres around the courthouse, if local citizens voted approval, to lay out a town to be named Crawford. The proposal was defeated. Alt. 8.",Currituck,Community
NCG03896,Currituck Banks,,"or North Banks of Currituck, in E Currituck County, one of the Outer Banks, extends S from Virginia to Bodie Island in E Dare County. All or a part of Currituck Banks is shown as Lucks Island on the Comberford map, 1657. See also Lucks Island; Croatamung; Point Bacon; Goade Island.",Dare,Shore
NCG03897,Currituck Beach,,See Corolla.,,Reference
NCG03898,Currituck County,,"was formed by 1681 as a precinct within Albemarle County. Located in the NE section of the state, it is bounded by the Atlantic Ocean, Albemarle Sound, Camden County, and the state of Virginia. The name is traditionally said to be derived from Coratank, an Indian word for wild geese. Area: 469 sq. mi. County seat: Currituck, with an elevation of 8 ft. Townships are Crawford, Fruitville, Moyock, and Poplar Branch. Produces Irish potatoes, sweet potatoes, corn, soybeans, hogs, cattle, peanuts, steel products, concrete products, seafood, and lumber. See also Farmington.",,County
NCG03899,Currituck Creek,,"rises in SE Hertford County and flows SE into Bertie County, where it enters Chowan River.",Hertford,Creek
NCG03900,Currituck Inlet,,"through what is now Currituck Banks, E Currituck County, shown on the Comberford map, 1657, as Choratuck Inlet. Closed by a storm in 1828. See also Denniss Island.",Currituck,Inlet
NCG03901,Currituck Narrows,,See Poplar Branch.,,Reference
NCG03902,Currituck Parish,,"Church of England, Currituck County, coextensive with the county, est. 1715. In 1767 the parish had 400 white taxables.",Currituck,Parish
NCG03903,Currituck Point,,extends from the SW mainland of Hyde County into the mouth of Pungo River.,Hyde,Point
NCG03904,Currituck Sound,,"the body of water between Currituck Banks on the E and the mainland of Currituck County on the W and from Knotts Island on the N to Powells Point on the s. Approx. 30 mi. long; max. width, 4 mi. It appears on the Moseley map, 1733. In 1930 Wright Memorial Bridge, 3 mi. long wooden span, was built across the sound from Point Harbor to N of Kitty Hawk. See also Titepano.",Currituck,Sound
NCG03905,Currituck Township,,W Hyde County.,Hyde,Township
NCG03906,Curtis,,"community in central Alamance County served by post office, 1855-1905.",Alamance,Community
NCG03907,Curtis Cove,,S Haywood County. A tributary of West Fork Pigeon River flows through the cove.,Haywood,Cove
NCG03908,Curtis Creek,,rises in W McDowell County and flows SE into Catawba River.,McDowell,Creek
NCG03909,Curtis's Mills,,See Curtis.,,Reference
NCG03910,Curtiss Knob,,S Macon County at the head of Piney Knob Creek.,Macon,Knob
NCG03911,Cuscopang River,,See Scuppernong River.,,Reference
NCG03912,Cushing Branch,,rises in N Henderson County and flows NW into Cane Creek. Also known as Cushion Creek.,Henderson,Branch
NCG03913,Cushion Creek,,See Cushing Branch.,,Reference
NCG03914,Cut Laurel Gap,,"in Stone Mountains, W Ashe County on the Tennessee state line. Named because early settlers encountered such a thick ""rhododendron hell"" there that they had to cut a tunnel through it for a mile or more. Alt. 3,746.",Ashe,Gap
NCG03915,Cut-off Ridge,,"N Jackson County, extends N from Scott Creek.",Jackson,Ridge
NCG03916,Cutawhiskie Swamp,,"rises in SE Northampton County and flows NE into Hertford County, where it enters Livermans Mill Pond on Potecasi Creek. Named for an Indian village mentioned in local records (with various spellings) as early as 1718.",Northampton,Swamp
NCG03917,Cutoff Island,,"E Dare County, in the waters of Roanoke Sound off the SW tip of Bodie Island.",Dare,Island
NCG03918,Cutshall Branch,,rises in N Madison County and flows W into Shelton Laurel Creek.,Madison,Branch
NCG03919,Cutshalltown,,community in N Madison County on a tributary of Shelton Laurel Creek.,Madison,Community
NCG03920,Cutthroat Gap,,"on the Buncombe-Henderson county line between Candler Knob and Stony Bald. Alt. approx. 4,200.",Buncombe|Henderson,Gap
