id,label,alternate_label,wikidata_id,loc_id,worldcat_id,viaf_id,description,feature_type,county,coordinates,creator,contributor,source
NCG15656,Uwharrie National Forest,,https://www.wikidata.org/wiki/Q844413,,,,"largely in W Montgomery County but also in SW Randolph, SE Davidson, and NW Stanly Counties. Covers 204,682 acres, with headquarters in Troy. Originally laid out as a purchase unit in 1934 and made a National Forest in 1961.",nct:Park,Montgomery County,,William Powell,Griffin Powell,
NCG15658,Uwharrie Township,,https://www.wikidata.org/wiki/Q6032188,,,,"township in Montgomery County, North Carolina",nct:Township,Montgomery County,,William Powell,Griffin Powell,
NCG15670,Valley River,Gunahita,https://www.wikidata.org/wiki/Q7912189,,,,"rises in NE Cherokee County and flows SW into Hiwassee River at Murphy. Known to the Cherokee as Gunahita (""long"").",nct:River,Cherokee County,,William Powell,Corinne Foster,"Duncan and Riggs, Cherokee Heritage Trails Guidebook"
NCG15674,Valleytown,,,,,,"community in NE Cherokee County on the outskirts of Andrews, which see. A post office operated there, 1846-91.",nct:Township,Cherokee County,,William Powell,,
NCG15675,Valleytown Township,,https://www.wikidata.org/wiki/Q6032217,,,,NE Cherokee County.,nct:Community,Cherokee County,,William Powell,,
NCG15749,Waccamaw River,,https://www.wikidata.org/wiki/Q7958732,,,,"rises in Lake Waccamaw, NE Columbus County, and flows S and SW in part along the Brunswick-Columbus county line into South Carolina, where it enters Winyah Bay. Appears on the Collet map, 1770. The name of the river is said to be from the Waccamaw nation of Native Americans which once lived in North Carolina & South Carolina. ",nct:River,Columbus County|Brunswick County|Bladen County,,William Powell,Griffin Powell,"https://www.scencyclopedia.org/sce/entries/waccamaw-river/#:~:text=The%20Waccamaw%20River%2C%20named%20for,miles%20from%20the%20Atlantic%20Ocean."
,Wake County Mound,,,,,,"A Native American burial mound documented as being located ""located about ten miles south of Raleigh, on a small plateau covered with an original growth of pines.""  and containing ""small fragment of charcoal, and the bones of 10 or 12 human skeletons""",nct:Burial Mound,Wake County,,Harvey Maynor,,"HOLMES, J. A. “NOTES ON THE INDIAN BURIAL MOUNDS OF EASTERN NORTH CAROLINA.” Journal of the Elisha Mitchell Scientific Society, vol. 1, 1883, pp. 73–79. JSTOR, www.jstor.org/stable/24330058."
NCG15789,Wakulla,Cherokee,https://www.wikidata.org/wiki/Q6166074,,,,"Lumbee community in NW Robeson County. Alt. 208. Settled about 1860. Named by Col. Peter P. Smith for the Indian word meaning ""clear water"" because of numerous springs in the vicinity.",nct:Township,Robeson County,"34.798911, -79.2555",William Powell,Harvey Maynor|Kaylin Blount,"Lowery, Malinda Maynor. The Lumbee Indians : An American Struggle, University of North Carolina Press, 2018. ProQuest Ebook Central, https://ebookcentral-proquest-com.libproxy.lib.unc.edu/lib/unc/detail.action?docID=5484318.|https://dlib.uncp.edu/digital/collection/lumbee/id/56/rec/1|https://dlib.uncp.edu/digital/collection/lumbee/id/56/rec/1|https://en.wikipedia.org/wiki/Wakulla,_North_Carolina"
,Wallace Branch,,,,,,rises in central Macon County and flows SW into Cartoogechaye Creek,nct:Branch,Macon County,,William Powell,,
,Waratan,,,,,,"The Dudley map shows a town in the general Chowan area called ""Waratan"" existing around the 1660s. The word in the Algoquian Language means, ""Village in a Hollow"" and is recorded on the National Parks website as one of five towns belonging to the Algonquian Weapemeoc tribe, all of which were situated around the Albermarle Sound. No county was listed for the area but could likely be Camden County or any other around the Albemarle Sound.",nct:Town,county unable to find,,Jonah Lewis,Griffin Powell,https://scholarworks.wm.edu/cgi/viewcontent.cgi?article=5481&context=etd
,Watauga,Watoga|Whatoga|Watagi|Watoge|Wattoogee|Wattoogi|Watogui,,,,,"historic Cherokee Middle town on Little Tennessee River, NE Macon County. Destroyed by James Grant's army in the Anglo-Cherokee War and Griffith Rutherford's in the Cherokee War of 1776.",nct:NativeAmericanSettlement,Macon County,"35.22651766708032, -83.39028669702807",Corinne Foster,,"Mooney, Myths of the Cherokee; Goodwin, Cherokees in Transition; Boulware, “The Effect of the Seven Years’ War on the Cherokee Nation""; Dean, The Cherokee War of 1776"
NCG15928,Watauga County,,https://www.wikidata.org/wiki/Q502880,http://id.loc.gov/authorities/names/n82079186,http://id.worldcat.org/fast/1220365,http://viaf.org/viaf/sourceID/LC%7Cn++82079186#skos:Concept,"was formed in 1849 from Ashe, Wilkes, Caldwell, and Yancey Counties. Located in the NW section of the state, it is bounded by the state of Tennessee and by Ashe, Wilkes, Caldwell, and Avery Counties. It was named for Watauga River. Area: 320 sq. mi. County seat: Boone, with an elevation of 3,266 ft. Townships are Bald Mountain, Beech Mountain, Beaverdam, Blowing Rock, Blue Ridge, Boone, Brushy Fork, Cove Creek, Elk, Laurel Creek, Meat Camp, New River, North Fork, Shawneehaw, Seven Devils, Stony Fork, and Watauga. Boone is the site of Applachain State University. Produces tobacco, corn, dairy products, livestock, candy, baked goods, printed items, Christmas trees, electronics, apparel, and gravel. The name is said to be from the Native American word that tanslated to ""whispering waters,"" ""beautiful waters"" or ""land of the beyond."" ",nct:County,Watauga County,,William Powell,Griffin Powell,"https://www.ncpedia.org/geography/watauga|http://www.wataugacounty.org/history.aspx#:~:text=The%20county%20was%20formed%20in,of%20which%20describe%20the%20region."
,Watauga Mound,,,,,,"Mississippian earthen platform mound on Little Tennessee River, NE Macon County. Site of townhouse of historic Cherokee town of Watauga. Acquired by the Mainspring Conservation Trust in 2020.",nct:NativeAmericanSettlement,Macon County,"35.22651766708032, -83.39028669702807",Corinne Foster,,"Steere, “Revisiting Platform Mounds and Townhouses in the Cherokee Heartland"""
NCG15932,Watauga River,,https://www.wikidata.org/wiki/Q2544418,,,,"a river in North Carolina, United States of America. Most documentation agrees that the name is of Native American origin, but the tribe, language or nation it decendes from or its meaning is unknown. One source states Watauga” is a Native American word meaning “the land beyond. Another source states the name means ""beautiful river"" or ""beautiful water"" by the local individuals that live near the river. ",nct:River,Avery County|Watauga County|,,William Powell,Griffin Powell,https://en.wikipedia.org/wiki/Watauga_River#cite_note-10|https://www.ncsu.edu/about/history-and-tradition/watauga/
,Waxhaw ,Wisacky,https://www.wikidata.org/wiki/Q2022331,http://id.loc.gov/authorities/names/n82076119,http://id.worldcat.org/fast/1220234,http://viaf.org/viaf/sourceID/LC%7Cn++82076119#skos:Concept,"town in W Union County between East Fork Twelvemile Creek and Waxhaw Creek. Inc. 1889. Named for Waxhaw settlements made by Scots-Irish and Germans in 1740. The name Waxhaw comes from the Waxhaw Indians, who once claimed the region between Rocky River and Catawba River. The Waxhaw were also referred to as Wisacky native tribe.  President Andrew Jackson was born nearby. Produces textiles. ",nct:Town,Union County,,William Powell,Griffin Powell,https://museumofthewaxhaws.org/local-history/waxhaw-indians/
,Welcome Holiness Church Cemetery,,,,,,a Native American cemetery in Robeson County.,nct:BurialGround,Robeson County,,Kaylin Blount,,http://sites.rootsweb.com/~ncrobcem/
NCG16084,West Buffalo Creek,Yunsai,https://www.wikidata.org/wiki/Q34866735,,,,"rises in SW Graham County and flows NE into Santeetlah Lake. Also known as Little Buffalo Creek. Its Cherokee name, Yunsai (“buffalo place”), derives from a legend that a buffalo once lived beneath the water near the creek’s mouth.",nct:Creek,Graham County,,William Powell,Corinne Foster,"Mooney, Myths of the Cherokee"
,West Saddletree Baptist Church Cemetery,,,,,,a Native American cemetery in Robeson County.,nct:BurialGround,Robeson County,,Kaylin Blount,,http://sites.rootsweb.com/~ncrobcem/
,Weyanoke Creek,Waynoke Creek,,,,,"The Meherrin colony part of the border with Virginia at the mouth of the Waynoke Creek. This area stands in modern virginia, but was originally included in the colony of Carolina and was important, much like Wiccacon Creek, in the establishment of modern borders. The virgina settlers militia skrimished with the native Algonquian people of the Albemarle Sound. It was the site of a battle in the second Anglo-Powhatan War which led to white colonizers laying claim to the area as it was on the deserted side of the Chowan River after the battle. See Chowan River",nct:Creek,Modern Virginia,,Jonah Lewis,Griffin Powell,https://scholarworks.wm.edu/cgi/viewcontent.cgi?article=5481&context=etd|https://muse.jhu.edu/article/519250
,Whitehill Freewill Baptist Church Cemetery,,,,,,a Native American cemetery in Robeson County.,nct:BurialGround,Robeson County,,Kaylin Blount,,http://sites.rootsweb.com/~ncrobcem/
,Whitehill Hunting Grounds ,Wire Pasture Hunting Grounds,,,,,A notable hunting ground due to the large amounts of arrow heads and pottery fragments that have been found there by locales. Located near Whitehill Freewill Baptist Church and centering around the Wire Pasture (Swimming hole),nct:Hunting Ground,Robeson County,,Harvey Maynor,,"Lumbee oral traditons and story tellings obtained from local tribal members, along with arrow head collections citing the location"
,Wiccacon Creek,,,,,,The Meherrin people were living near the mouth of the creek part of one of the three settlements. See Nottoway River,nct:Creek,Hertford County,,Jonah Lewis,Griffin Powell,https://scholarworks.wm.edu/cgi/viewcontent.cgi?article=5481&context=etd
,Wiccacones Creek,Wiccouse Creek,,,,,See Wiccacon Creek,nct:Creek,Hertford County,,Jonah Lewis,Griffin Powell,https://scholarworks.wm.edu/cgi/viewcontent.cgi?article=5481&context=etd
,"Wilbert Locklear, Sr. Family Cemetery",,,,,,a Native American cemetery in Robeson County.,nct:BurialGround,Robeson County,,Kaylin Blount,,http://sites.rootsweb.com/~ncrobcem/
,Wilkins Family Cemetery,,,,,,a Native American cemetery in Robeson County.,nct:BurialGround,Robeson County,,Kaylin Blount,,http://sites.rootsweb.com/~ncrobcem/
,Wyanoke Creek,,,,,,"Creek in the township of Reynoldson, North Carolina. ",nct:Creek,Gates County,,Griffin Powell,,https://dc.lib.unc.edu/cdm/ref/collection/ncmaps/id/498
,Yadkin County ,,https://www.wikidata.org/wiki/Q497284,http://id.loc.gov/authorities/names/n81138941,http://id.worldcat.org/fast/1216856,http://viaf.org/viaf/sourceID/LC%7Cn++81138941#skos:Concept,"was formed in 1850 from Surry County. Located in the N central section of the state, it is bounded by Forsyth, Davie, Iredell, Wilkes, and Surry Counties. It was named for Yadkin River, which see. Area: 335 sq. mi. County seat: Yadkinville, with an elevation of 960 ft. Townships are Boonville, Buck Shoal, Deep Creek, East Bend, Fall Creek, Forbush, Knobs, and Liberty. Produces tobacco, corn, wheat, oats, poultry, textiles, machinery, plastics, barley, crushed granite, and limestone. The exact meaning of the work Yadkin, derived from Yattken, or Yattkin, a word from the Siouan Indian language, is unknown. In Siouan terminology it may mean ""big tree"" or ""place of big trees.""
",nct:County,Yadkin County,,William Powell,Griffin Powell,https://web.archive.org/web/20180212201744/http://www.yadkinchamber.org/history-of-yadkin-county-north-carolina.html
NCG16718,Yadkin River,,https://www.wikidata.org/wiki/Q1520726,,,,"rises in S Watauga County near Blowing Rock and flows SE into Caldwell County, where it turns NE to flow through Wilkes County and along the Surry-Yadkin, Yadkin-Forsyth, Davie-Forsyth, Davie-Davidson, Davidson-Rowan, and a part of the Montgomery-Stanly county lines. It is then joined by the Uwharrie River in forming the Pee Dee River. Called Sapona River by John Lawson in 1709. Appears as ""Sapona or Yadkin River"" on the Moseley map, 1733. The Sapona Indians lived in the area, but the origin or meaning of Yadkin is uncertain. It was also spelled Yatkin, Atkin, Reatkin, and other ways in the eighteenth century.",nct:River,Caldwell County|Wilkes County|Davidson County|Surry County|Davie County,,William Powell,Griffin Powell,
NCG16718,Yadkin River,Sapona River|Atkin River|Reatkin River,https://www.wikidata.org/wiki/Q1520726,,,,"rises in S Watauga County near Blowing Rock and flows SE into Caldwell County, where it turns NE to flow through Wilkes County and along the Surry-Yadkin, Yadkin-Forsyth, Davie-Forsyth, Davie-Davidson, Davidson-Rowan, and a part of the Montgomery-Stanly county lines. It is then joined by the Uwharrie River in forming the Pee Dee River. Called Sapona River by John Lawson in 1709. Appears as ""Sapona or Yadkin River"" on the Moseley map, 1733. The Sapona Indians lived in the area, but the origin or meaning of Yadkin is uncertain. It was also spelled Yatkin, Atkin, Reatkin, and other ways in the eighteenth century.",nct:River,Watauga County,"35°22'51"", 80°3'35""",William Powell,Madeline Miller,https://docsouth.unc.edu/nc/lawson/lawson.html
NCG16720,Yadkin Valley,,https://www.wikidata.org/wiki/Q35465151,,,,"a valley in Forsyth County, United States of America. Currently well known for its wine producing country. ",nct:Valley,Forsyth County,,William Powell,Griffin Powell,https://www.yadkinvalleync.com/
,Zion Hill Baptist Church Cemetery,,,,,,a Native American cemetery in Robeson County.,nct:BurialGround,Robeson County,,Kaylin Blount,,http://sites.rootsweb.com/~ncrobcem/
