id,label,feature type,general watertype,description
NCG03087,Chocowinity Creek,Creek,Stream,"rises in SW Beaufort County and flows N into Chocowinity Bay and Pamlico River. Called Worsley Creek on the Collet map, 1770; by 1808 (Price's map) it was called by its present name, though MacRae's map in 1833 called it Chocowinity Swamp. The name is said to be Indian in origin and to mean ""fish from many waters."""
NCG03091,Choga Creek,Creek,Stream,rises in W Macon County and flows NE into Nantahala Lake.
NCG03093,Chokeberry Branch,Branch,Stream,rises in N Swain County and flows W into Forney Creek.
NCG03094,Choowatic Creek,Creek,Stream,rises in SE Bertie County and flows E into Roquist Creek.
NCG03099,Chowan River,River,Stream,"is formed on the Hertford-Gates county line a short distance S of the Virginia state line by the junction of the Nottoway and Blackwater Rivers. It flows SE on the Hertford-Gates and Bertie-Chowan county lines into Albemarle Sound. Named for the Chowanoc tribe of Indians who lived in the area. The word is a variant of the Algonquian sorwán (south). It may have derived from sowánohke (south country). The river was referred to by the Roanoke explorers, 1584-85, but given no specific name except as the location of the tribe. Appears as Choan River on the Comberford map, 1657."
NCG03104,Christian Creek,Creek,Stream,rises in SE Buncombe County and flows NW into Swannanoa River.
NCG03109,Chum Creek,Creek,Stream,rises in NE Rutherford County and flows S into Duncans Creek.
NCG03111,Chunky Pipe Creek,Creek,Stream,rises in central Durham County and flows E into Little Lick Creek.
NCG03114,Church Branch,Branch,Stream,rises in central Clay County and flows S between Matlock Creek and Moores Branch into Tusquitee Creek.
NCG03121,Cindy Branch,Branch,Stream,rises in central Cherokee County and flows SE into Morgan Creek.
NCG03122,Cindy Edwards Branch,Branch,Stream,rises in SW Beaufort County and flows W into Chocowinity Creek.
NCG03128,Citte Weeks Branch,Branch,Stream,"stream about 3 mi. long, rises in W Carteret County and flows W into White Oak River. Also known as Godfrey Branch."
NCG03131,Clabber Branch,Branch,Stream,rises in SW Clay County and flows SE into Pinelog Creek.
NCG03142,Clark Branch,Branch,Stream,rises in N central Buncombe County and flows NW into Flat Creek.
NCG03143,Clark Creek,Creek,Stream,"rises in N Catawba County and flows SE and SW through Catawba County into Lincoln County, where it enters South Fork Catawba River."
NCG03146,Clarke Creek,Creek,Stream,"rises in NE Mecklenburg County and flows SE into W Cabarrus County, where it enters Rocky River. Named for a family of early settlers, one of whom was scalped by Indians."
NCG03149,Clarks Branch,Branch,Stream,rises in a small pond in S central Brunswick County and flows S into Lockwoods Folly River.
NCG03150,Clarks Creek,Creek,Stream,"is formed in N Mecklenburg County by the junction of North Prong and South Prong. It flows E into Cabarrus County, where it enters Rocky River."
NCG03162,Clawhammer Creek,Creek,Stream,rises in N Transylvania County and flows E into South Fork Mills River.
NCG03169,Claypole Branch,Branch,Stream,rises in S Transylvania County and flows NE into Middle Fork French Broad River.
NCG03174,Clayton Branch,Branch,Stream,rises in SE Cherokee County and flows NW into Little Brasstown Creek.
NCG03175,Clayton Creek,Creek,Stream,rises in S Buncombe County and flows NE into French Broad River.
NCG03178,Clear Branch,Branch,Stream,rises in NW Macon County and flows S into Queens Creek.
NCG03179,Clear Branch,Branch,Stream,rises in N central Avery County and flows NE into Elk River.
NCG03180,Clear Creek,Creek,Stream,rises in W McDowell County and flows SE into Catawba River.
NCG03181,Clear Creek,Creek,Stream,rises in S Avery County near Doe Hill Mountain and flows SW into North Toe River.
NCG03190,Cleghorn Creek,Creek,Stream,"rises in W central Rutherford County and flows SW into Broad River. The name occurs in deeds as early as 1764; perhaps named for John Cleghorn, pioneer settler."
NCG03198,Clems Branch,Branch,Stream,flows through SW Mecklenburg County and into South Carolina.
NCG03206,Cliff Branch,Branch,Stream,rises in N Swain County and flows NE into Oconaluftee River.
NCG03220,Cline Creek,Creek,Stream,rises in central Catawba County and flows SW into Clark Creek.
NCG03224,Clingman Mine Branch,Branch,Stream,rises in N Avery County and flows E into Buckeye Creek on the Avery-Watauga county line.
NCG03225,Clingmans Creek,Creek,Stream,rises in N Swain County near Clingmans Dome and flows SE into Noland Creek.
NCG03230,Clontz Branch,Branch,Stream,rises in W Haywood County and flows NW into Caldwell Fork.
NCG03234,Clover Branch,Branch,Stream,rises in NW Madison County and flows N into French Broad River.
NCG03240,Clubfoot Canal,Canal,Waterway,"about 2½ mi. long extending from the head of Clubfoot Creek to the head of Harlowe Creek, N Carteret County and N Craven County, affording a waterway from the Neuse River to Newport River. Planned 1797; completed about 1828."
NCG03241,Clubfoot Creek,Creek,Stream,"rises near the Carteret-Craven county line and flows N into Neuse River. A canal connects the stream with Harlowe Creek in central Carteret County, affording a waterway from the Neuse River to Newport River. Appears on the Moseley map, 1733. The Indian name for the stream was Irisquoque."
NCG03254,Cobb Creek,Creek,Stream,rises in NW Yadkin County and flows NE into Martin Creek.
NCG03258,Cobbs Creek,Creek,Stream,"rises in E Caswell County and flows NE into Person County, where it enters North Hyco Creek."
NCG03260,Cobin Branch,Branch,Stream,"rises in the Cane Creek Mountains, S Alamance County, and flows NW into Rock Creek."
NCG03265,Cochran Branch,Branch,Stream,rises in S Swain County and flows NE into Tuckasegee River.
NCG03266,Cochran Creek,Creek,Stream,rises in central Graham County and flows W into Cheoah River.
NCG03274,Cod Camp Creek,Creek,Stream,"rises in SW Cumberland County and flows SE on the Cumberland-Robeson county line before entering Robeson County, where it flows into Gallberry Swamp."
NCG03275,Coddle Creek,Creek,Stream,"rises along the Rowan-Iredell county line and flows S through Cabarrus County into Rocky River. Appears on the Collet map, 1770, as Codle Creek."
NCG03278,Cody Branch,Branch,Stream,rises in central Graham County and flows NW into Yellow Creek.
NCG03279,Cody Creek,Creek,Stream,rises in W central Surry County and flows SE into Fisher River.
NCG03281,Coefield Branch,Branch,Stream,rises in NE Cherokee County and flows NE into McClellan Creek.
NCG03282,Coefield Creek,Creek,Stream,rises in NE Cherokee County and flows NW into Radder Creek.
NCG03284,Coffee Branch,Branch,Stream,rises in E Haywood County and flows N into Garden Creek.
NCG03285,Coffee Creek,Creek,Stream,a tidal creek in N central Carteret County that flows into South River.
NCG03289,Coffey Creek,Creek,Stream,rises in W Mecklenburg County and flows S into Sugar Creek.
NCG03292,Coggins Bend,Bend,Stream,N Macon County in Little Tennessee River.
NCG03293,Coggins Branch,Branch,Stream,"rises in W Haywood County, Great Smoky Mountains National Park, near lat. 35°39'08"" N., long. 83°06'12"" W., and flows NE into Little Cataloochee Creek."
NCG03295,Coglin Creek,Creek,Stream,rises in S Onslow County and flows W into New River.
NCG03297,Coharie River,River,Stream,is formed in S Sampson County by the junction of Little Coharie and Great Coharie Creeks and flows SE for approx. 6 mi. to join Six Runs Creek in forming Black River.
NCG03306,Colbert Creek,Creek,Stream,rises in S Yancey County and flows SE into South Toe River.
NCG03308,Cold Branch,Branch,Stream,rises in W Graham County and flows SE into Santeetlah Creek.
NCG03309,Cold Branch,Branch,Stream,rises in central Clay County and flows NW into Tusquitee Creek.
NCG03310,Cold Camp Creek,Creek,Stream,rises on the Cumberland-Robeson county line and flows SE into Gallberry Swamp.
NCG03311,Cold Creek,Creek,Stream,rises in E Jackson County and flows SW into Tanasee Creek.
NCG03314,Cold Mountain Branch,Branch,Stream,rises in S Transylvania County and flows NE into East Fork French Broad River.
NCG03316,Cold Spring Branch,Branch,Stream,rises in N Clay County and flows SE into Long Branch.
NCG03317,Cold Spring Creek,Creek,Stream,rises in N Burke County and flows S into Carroll's Creek.
NCG03321,Cold Springs Creek,Creek,Stream,rises in N Haywood County and flows SW into Pigeon River.
NCG03323,Coldass Creek,Creek,Stream,"rises in NW Caldwell County and flows E into Johns River. Both it and Pinchgut Creek were named by two men hunting in the area. They followed a stream until it came to a fork. There they separated, each following one of the forks; they agreed to meet later and name each stream according to their feelings toward it. One man carried the food and the other the sleeping equipment. They became lost but finally met the next day, when they named the creeks. Sometimes shown as Cold Water Creek on modern maps."
NCG03325,Coldspring Branch,Branch,Stream,rises in E Cherokee County and flows NW into Peachtree Creek.
NCG03328,Coldwater Creek,Creek,Stream,"rises in S Rowan County and flows S into Cabarrus County, where it enters Rocky River. Appears on the Collet map, 1770."
NCG03330,Cole Creek,Creek,Stream,is formed by junction of Hacklan Branch and Buckland Mill Branch in W Gates County. Flows S through Lilleys Millpond and empties into Sarem Creek. Formerly known as Sarem Creek.
NCG03336,Coleman Branch,Branch,Stream,rises in W Johnston County and flows SW into Black Creek.
NCG03337,Coleman Creek,Creek,Stream,rises in S Clay County and flows E into Hyatt Mill Creek.
NCG03345,Coles Creek,Creek,Stream,rises in N Buncombe County near Watershed Ridge and flows NW into Flat Creek.
NCG03349,Coleys Branch,Branch,Stream,rises in N Gaston County and flows NE into South Fork Catawba River.
NCG03354,Colington Creek,Creek,Stream,"a waterway between Kitty Hawk Bay and Buzzard Bay; E of Colington Island and separating it from N Bodie Island, E Dare County."
NCG03360,Collett Camp Branch,Branch,Stream,rises in N Clay County and flows SW into Long Branch.
NCG03361,Collett Creek,Creek,Stream,rises in NE Cherokee County and flows NW into Tatham Creek.
NCG03366,Collins Creek,Creek,Stream,"rises in S Orange County and flows SW into Chatham County, where it enters Haw River."
NCG03375,Colly Creek,Creek,Stream,"rises in Big Colly Bay in NE Bladen County and flows SE into Pender County, where it enters Black River."
NCG03382,Colt Creek,Creek,Stream,"rises in SE Henderson County and flows NE into Polk County, where it enters Pacolet River."
NCG03388,Colvard Creek,Creek,Stream,rises in N Cherokee County on Hanging Dog Mountain and flows SE into Valley River.
NCG03389,Colvin Creek,Creek,Stream,rises in NE Madison County and flows SW into Spillcorn Creek.
NCG03390,Colvins Creek,Creek,Stream,rises in W Pender County and flows SE into Black River.
NCG03394,Commissary Branch,Branch,Stream,rises in S Transylvania County and flows NW into Little River.
NCG03398,Commissioners Creek,Creek,Stream,rises in S Macon County and flows SE into Little Tennessee River. Likely named in honor of the commissioners who surveyed the North Carolina-Georgia state line in 1819.
NCG03403,Compass Creek,Creek,Stream,"rises in N Clay County between Julie Ridge and Deadline Ridge and flows S into Tusquitee Creek. Received its name when Robert Henry, a surveyor and Revolutionary War veteran, dropped his compass in the stream as he was crossing it."
NCG03405,Conaby Creek,Creek,Stream,"rises in W Washington County S of the town of Plymouth and flows NE into Roanoke River. It appears as Conalis Creek on the Collet map, 1770, and as Conaly Creek on maps as recent as the 1932 soil survey map. Shown as Coneby Creek on the MacRae map, 1833, and referred to as Conoby Creek in Doc. No. 259, House of Representatives, 63d Congress, 1st Session, 1913."
NCG03420,Conetoe Creek,Creek,Stream,"rises in E Edgecombe County and flows s, where it forms a part of the Edgecombe-Pitt county line. It then flows S and SW into Tar River in Pitt County. The Collet map, 1770, shows Great Coneghta Pocosin as a swampy area on the W side of present-day Conetoe Creek in Edgecombe County. The name appears in county records as early as 1745."
NCG03421,Coney Creek,Creek,Stream,rises in SE Caswell County near Ridgeville and flows N into North Hyco Creek. Coney is an old word for rabbit.
NCG03424,Cong Branch,Branch,Stream,rises in W Sampson County and flows S into Little Coharie Creek.
NCG03427,Conine Bend,Bend,Stream,"in the Roanoke River, S Bertie County, at the W mouth of Conine Creek."
NCG03428,Conine Creek,Creek,Stream,"S Bertie County, is a canal connecting two bends in the Roanoke River and creating Conine Island."
NCG03430,Coniott Creek,Creek,Stream,"rises in SW Bertie County and flows SE into Roanoke River. The name is a Tuscarora Indian word meaning ""making cloth."""
NCG03432,Conley Branch,Branch,Stream,rises in W Macon County and flows SW into Jarrett Creek.
NCG03438,Connelly Creek,Creek,Stream,rises in SE Swain County and flows NW into Tuckasegee River.
NCG03441,Conner Mill Branch,Branch,Stream,rises in central Haywood County and flows N into Pigeon River.
NCG03442,Connestee Falls,Falls,Stream,in S Transylvania County in Carson Creek. Said to have been named for Indian Princess Connestee.
NCG03449,Conoho Bend,Bend,Stream,in the Roanoke River at the mouth of Conoho Creek in N Martin County.
NCG03450,Conoho Creek,Creek,Stream,"rises in NW Martin County and flows SE into Roanoke River. Appears as Coneyhoe Creek on the Collet map, 1770. The headwaters of Conoho Creek are called Fort Branch on the Collet map."
NCG03453,Conrad Branch,Branch,Stream,rises in NW Haywood County on the N side of Cooks Knob and flows NE approx. 1½ mi to join Woody Branch in forming Little Cataloochee Creek.
NCG03460,Contentnea Creek,Creek,Stream,"is formed in W Wilson County by the junction of Moccasin and Turkey Creeks. It flows SE into Greene County across the county and onto the Lenoir-Pitt county line, which it follows into Neuse River. Contentnea is from the Iroquoian/Tuscarora phrase meaning ""fish passing by."" Formerly known as Great Contentnea Creek, it is referred to in the De Graffenried account of the founding of New Bern, 1709-10. Appears as Great Cotecktney Creek on the Collet map, 1770. Cotechney was an Indian village on the creek banks in present Greene County. Other eighteenth-century references to the stream use the name Quotankney Creek. See also Moccasin River."
