name,wikidata_id,human,discogs_id,type,originate_from,ncg_id,Period (start),Period (end),genre,description
Chuck Brown,Q2967586,TRUE,191141,guitarist|singer,Gaston,NCG05733,"August 22, 1936","May 16, 2012",go-go,"Charles Louis Brown (August 22, 1936 – May 16, 2012) was an American guitarist, bandleader and singer who garnered the honorific nickname ""The Godfather of Go-Go"". Go-go is a subgenre of funk music developed around the Washington, D.C. metropolitan area in the mid-1970s. While its musical classification, influences, and origins are debated, Brown is regarded as the fundamental force behind the creation of go-go music."
David Wilcox,Q5241075,TRUE,512876,singer|singer-songwriter|guitarist,Black Mountain,NCG01420,"March 9, 1958",,rock music,"David Patrick Wilcox (born March 9, 1958) is an American folk musician and singer-songwriter guitarist. He has been active in the music business since the late 1980s."
Jimmy Herring,Q3179055,TRUE,1685359,guitarist,Fayetteville,NCG05160,"January 22, 1962",,rock music,"Jimmy Herring (born January 22, 1962) is the lead guitarist for the band Widespread Panic. He is a founding member of Aquarium Rescue Unit and Jazz Is Dead and has played with The Allman Brothers Band, Project Z, Derek Trucks Band, Phil Lesh and Friends, and The Dead."
John Dee Holeman,Q6229048,TRUE,630924,singer|songwriter,Hillsborough,NCG07070,"April 4, 1929","April 30, 2021",Piedmont blues,"John Dee Holeman (April 4, 1929 – April 30, 2021) was an American Piedmont blues guitarist, singer, and songwriter. His music includes elements of Texas blues, R&B and African-American string-band music. In his younger days he was also known for his proficiency as a buckdancer."
Jon Shain,Q6271549,TRUE,4486633,songwriter|singer-songwriter|guitarist,Durham,NCG04584,"November 18, 1967",,traditional folk music,"Jon Shain (born Jonathan Bruce Shain, November 18, 1967 in Haverhill, Massachusetts, United States) is an American folk musician, guitarist, singer-songwriter, producer, teacher, and recording artist based in Durham, North Carolina. Shain is the 2019 International Blues Challenge winner in the solo/duo category. Shain has released ten solo albums, and has also recorded with the bands WAKE and Flyin' Mice. Since 1988, he has performed live with Jorma Kaukonen, David Grisman, Jackson Browne, John Hiatt, and others. Shain played electric guitar as part of Big Boy Henry's backing band in the 1980s."
Jon Stickley,Q24049143,TRUE,,guitarist,Durham,NCG04584,,,bluegrass,Jon Stickley is an American guitarist. He is the leader of the Jon Stickley Trio.
Lacy Gibson,Q1799850,TRUE,,guitarist|singer|songwriter,Salisbury,NCG13279,"May 1, 1936","April 11, 2011",blues,"Lacy Gibson (May 1, 1936 – April 11, 2011) was an American Chicago blues guitarist, singer and songwriter. He notably recorded the songs ""My Love Is Real"" and ""Switchy Titchy"" and in a long and varied career worked with Buddy Guy and Son Seals. One commentator noted that Gibson ""developed a large and varied repertoire after long stays with numerous bands, many recording sessions, and performances in Chicago nightclubs""."
Laura Ballance,Q6498651,TRUE,322617,musician,Charlotte,NCG02916,"February 22, 1968",,alternative rock,"Laura Jane Ballance (born February 22, 1968) is the bassist in the rock band Superchunk (also contributing occasional backing vocals) and co-founder of Merge Records along with Mac McCaughan. In 2013 she announced that she would no longer be touring with the band due to her worsening hyperacusis."
Lawson Rollins,Q6505001,TRUE,,jazz musician|jazz guitarist,North Carolina,NCG10905,,,Latin jazz,"Lawson Rollins is an American guitarist and composer from North Carolina noted for his virtuoso fingerstyle technique and melodic compositional skills. Guitar Player magazine ranked him as one of the ""50 Best Acoustic Guitarists of All Time"". His music is generally classed as Latin jazz and world music, with elements of samba, bossa nova, Middle Eastern, classical guitar, flamenco, and shred guitar. He often employs fast minor scales and diminished scale solo runs to his compositions which are executed in the flamenco picado style."
Teresa Trull,Q7702231,TRUE,1329576,singer|guitarist|songwriter|horse trainer,Durham,NCG04584,"June 20, 1954",,folk|folk rock|R&B,"Teresa Trull is an American female singer, musician, songwriter, and record producer from Durham, North Carolina. She is recognized as a pioneer in Women's music, with her debut album The Ways a Woman Can Be released on Olivia Records in 1977. She has recorded two albums with Barbara Higbie and one with Cris Williamson. She has toured and recorded with Bonnie Hayes, David Sanborn, Andy Narell, Darol Anger, Mike Marshall, Alex DeGrassi, Joan Baez, Linda Tillery, Cris Williamson, Holly Near, and Tracy Nelson. She has performed all over the world, from Puerto Rico to Egypt, and Costa Rica to Greece. Trull has also worked as a songwriter, with The Whispers among others. She was twice nominated for Best Producer of an Independent Album by the New York Music Awards."
Willie Trice,Q6167813,TRUE,,singer,Chapel Hill,NCG02888,"February 10, 1908","December 11, 1976","Blues
","William Augusta Trice (February 10, 1908 – December 11, 1976) was an American blues guitarist, singer and songwriter. He released two singles and an album. He remained loyal to his native North Carolina and its regional blues style, often referred to as Piedmont blues, East Coast blues, or more generally country blues."
Woody Weatherman,Q8033705,TRUE,510117,musician|guitarist,Raleigh,NCG12430,"July 29, 1965",,crossover thrash,"Toney Woodroe ""Woody"" Weatherman (born July 29, 1965) is an American musician and songwriter, best known as the lead guitarist of heavy metal band Corrosion of Conformity."
Bernard Edwards,Q822401,TRUE,51071,musician|songwriter|record producer,Greenville,NCG06268,"October 31, 1952","April 18, 1996",rhythm and blues,"Bernard Edwards (October 31, 1952 – April 18, 1996) was an American bass player, singer, songwriter and record producer, known primarily for his work in disco music with guitarist Nile Rodgers, with whom he co-founded Chic. In 2017, Edwards was selected as the 53rd greatest bassist of all time by Bass Player magazine."
Big Boy Henry,Q5480989,TRUE,2995710,singer,Beaufort,NCG00890,"May 26, 1921","December 5, 2004",Piedmont blues,"Richard Leslie Henry (born May 26, 1921 – December 5, 2004), better known as Big Boy Henry, was an American Piedmont blues guitarist, singer and songwriter. His most notable recording was ""Mr. President"", a protest against cuts in social welfare undertaken by President Ronald Reagan. It won Henry a W. C. Handy Award."
Danny Flowers,Q5220354,TRUE,665189,songwriter|musician,Henderson,NCG06856,"August 16, 1948",,country music,"Daniel W. ""Danny"" Flowers (born 1948, Henderson, North Carolina) is an American songwriter, recording artist, and guitarist who is best known for his own songs that have been hits for other musicians. These included ""Tulsa Time"" for Don Williams and Eric Clapton; ""Back in My Younger Days"" for Don Williams; ""Gulf Coast Highway"" for Emmylou Harris, Willie Nelson, and Nanci Griffith (co-written with Griffith and James Hooker); and ""Before Believing"" from Harris' Pieces of the Sky. Flowers has also enjoyed a solo recording career including the 2007 album, Tools for the Soul. From that album, ""I Was a Burden"" was recorded by the Blind Boys of Alabama featuring Lee Ann Womack. In late 2014, Flowers began work on a new record at RCA Studio A titled ""Anytime, Anywhere, Everywhere"" for release later in 2015. In addition, he has been a session musician for Williams, Griffith, Vince Gill, Marshall Chapman, George Hamilton IV and Dobie Gray, as well as having toured with Williams, Gill, the Sweethearts of the Rodeo, the McCrary Sisters and many more."
"Tommy Giles Rogers, Jr.",Q7819441,TRUE,778651,singer|keyboardist,Morganton,NCG10362,"December 30, 1980",,progressive metal|technical death metal,"Tommy Giles Rogers (born December 30, 1980 in Morganton, North Carolina) is an American musician, most notable for being the lead vocalist, keyboardist and lyricist of the American progressive metal band Between the Buried and Me, which he co-founded in 2000. His vocal style combines death growls and screams with peaceful clean singing melodies, sometimes including falsetto. In 2005, Stylus Magazine named Rogers one of the three most versatile rock singers at the time."
Thomas O'Keefe,Q7792816,TRUE,481790,guitarist,Boone,NCG01651,"January 22, 1964",,punk rock,"Thomas O'Keefe (born January 22, 1964) is a North Carolina Musician and Author, best known for his work with Antiseen, Whiskeytown and Train."
Becca Stevens,Q4878516,TRUE,1152200,jazz musician|songwriter|singer|guitarist,Winston-Salem,NCG16525,"June 14, 1984",,jazz,"Becca Stevens (born June 14, 1984) is an American singer, songwriter, and guitarist who draws upon elements of jazz, chamber pop, indie rock, and folk."
James Hepler,Q6135948,TRUE,1024615,singer|singer-songwriter|pianist,Chapel Hill,NCG02888,"October 15, 1973",,rock music|indie rock|punk rock,"James Hepler (born October 15, 1973) is an American musician. Associated with several local North Carolina musical groups, Hepler plays several musical instruments and is most recognized for his drumming, playing with the bands I Was Totally Destroying It and Sorry About Dresden. Hepler is an advocate, contributor, and representative for Cytunes.org, an organization that features music from artists who have contributed tracks to help raise money in memory of Cy Rawls, a close friend, who died October 3, 2008 from a malignant brain tumor. All proceeds from CyTunes are donated to the Preston Robert Tisch Brain Tumor Center at Duke University Medical Center, where Rawls was treated. Hepler graduated from University of North Carolina at Chapel Hill in 1996 with a degree in communications (radio, TV and film) and Durham Technical Community College in 2005 with a degree in electronics. He currently resides in Durham, North Carolina."
